"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","RSSD","CU_TYPE","CU_NAME","CITY","STATE","CharterState","STATE_CODE","ZIP_CODE","COUNTY_CODE","CONG_DIST","SMSA","ATTENTION_OF","STREET","REGION","SE","DISTRICT","YEAR_OPENED","TOM_CODE","LIMITED_INC","ISSUE_DATE","Peer_Group","Quarter_Flag"
68332,6/30/2019 0:00:00,1924,"183677","2","GR CONSUMERS","Wyoming","MI","Michigan",26,"49548",81,2,3000,"","3975 Clay Ave SW","1 ","Q",2,1941,"99  ",0,1/1/1998 0:00:00,3,0
68342,6/30/2019 0:00:00,4481,"45382","2","HUDSON RIVER COMMUNITY","CORINTH","NY","New York",36,"12822",91,21,160,"","ONE THIRD STREET","1 ","J",9,1954,"99  ",1,1/1/1954 0:00:00,5,0
68343,6/30/2019 0:00:00,7028,"310884","2","ADVANTAGE ONE","Morrison","IL","Illinois",17,"61270",195,17,9998," ","204 N Jackson St","3 ","A",5,1960,"99  ",0,3/16/1998 0:00:00,3,0
68344,6/30/2019 0:00:00,3142,"521680","2","MAGNIFY","MULBERRY","FL","Florida",12,"33860",105,17,3980,"","P.O. BOX 427","2 ","B",5,1950,"99  ",1,1/1/1950 0:00:00,4,0
68349,6/30/2019 0:00:00,3546,"391285","2","TREMONT","BOSTON","MA","Massachusetts",25,"02122",21,8,1120,"","P.O. BOX 220730","1 ","B",9,1952,"99  ",1,1/1/1952 0:00:00,5,0
68352,6/30/2019 0:00:00,7222,"89582","2","CASCADE CENTRAL","HOOD RIVER","OR","Oregon",41,"97031",27,2,9998,"","1206 12TH ST","3 ","J",10,1961,"99  ",0,1/1/1961 0:00:00,4,0
68353,6/30/2019 0:00:00,14223,"478494","2","WESTMARK","Idaho Falls","ID","Idaho",16,"83403",19,2,9998," ","P.O. Box 2869","3 ","H",3,1954,"99  ",0,3/22/1984 0:00:00,6,0
68354,6/30/2019 0:00:00,1062,"110075","2","EATON FAMILY","Euclid","OH","Ohio",39,"44123-1647",35,11,1680,"","333 Babbitt Road","1 ","H",3,1937,"99  ",1,4/28/1998 0:00:00,4,0
68356,6/30/2019 0:00:00,2136,"222875","2","FIRST IMPERIAL","EL CENTRO","CA","California",6,"92244",25,51,9998,"","P O BOX 3247","3 ","O",3,1942,"99  ",1,1/1/1942 0:00:00,5,0
68358,6/30/2019 0:00:00,5137,"826488","2","BAPTIST","SAN ANTONIO","TX","Texas",48,"78201",29,20,7240,"","5815 IH 10 WEST","2 ","H",2,1955,"99  ",1,1/1/1955 0:00:00,3,0
68359,6/30/2019 0:00:00,2419,"560979","2","VELOCITY","Austin","TX","Texas",48,"78767",453,25,640,"","P.O. Box 1089","2 ","N",4,1947,"99  ",0,1/1/1947 0:00:00,6,0
68361,6/30/2019 0:00:00,13251,"833785","2","IDAHO UNITED","Boise","ID","Idaho",16,"83701",1,1,1080," ","P.O. Box 2268","3 ","H",3,1978,"99  ",0,6/28/1978 0:00:00,3,0
68362,6/30/2019 0:00:00,22291,"703691","2","INSPIRUS","Seattle","WA","Washington",53,"98111-2356",33,9,7600,"","PO BOX 576","3 ","I",3,1936,"99  ",0,5/1/1936 0:00:00,6,0
68366,6/30/2019 0:00:00,1796,"324779","2","SAFE","FOLSOM","CA","California",6,"95630",67,7,6920,"","2295 IRON POINT RD, STE 100","3 ","K",6,1940,"99  ",1,1/1/1940 0:00:00,6,0
68369,6/30/2019 0:00:00,3040,"682086","2","UNITED COMMUNITY","Houston","TX","Texas",48,"77044",201,29,3360,"","13700 E Sam Houston Parkway N","2 ","E",1,1950,"99  ",0,1/1/1950 0:00:00,5,0
68371,6/30/2019 0:00:00,2505,"947673","2","AMERICAN LAKE","Lakewood","WA","Washington",53,"98496",53,10,8200,"","PO box 98979","3 ","I",3,1948,"99  ",0,1/1/1948 0:00:00,4,0
68373,6/30/2019 0:00:00,9740,"425489","2","FIRST ENTERTAINMENT","Hollywood","CA","California",6,"90068",37,28,4480,"","6735 Forest Lawn Dr","3 ","P",3,1967,"99  ",0,1/1/1967 0:00:00,6,0
68374,6/30/2019 0:00:00,6209,"612784","2","GUARDIAN","Montgomery","AL","Alabama",1,"36104",101,2,5240,"","418 Madison Ave","2 ","M",2,1958,"99  ",1,1/1/1958 0:00:00,6,0
68375,6/30/2019 0:00:00,5682,"839581","2","SERVICE","PORTSMOUTH","NH","New Hampshire",33,"03801",15,1,9998,"","3003 LAFAYETTE RD","1 ","U",6,1957,"99  ",0,1/1/1957 0:00:00,6,0
68376,6/30/2019 0:00:00,269,"929071","2","EAST IDAHO","Idaho Falls","ID","Idaho",16,"83403",19,2,9998," ","PO Box 1865","3 ","H",1,1935,"99  ",1,1/1/1935 0:00:00,5,0
68377,6/30/2019 0:00:00,2479,"568274","2","POINT LOMA","SAN DIEGO","CA","California",6,"92123",73,53,7320,"","9420 FARNHAM ST","3 ","O",5,1948,"99  ",0,1/1/1948 0:00:00,6,0
68383,6/30/2019 0:00:00,7008,"171889","2","TECHNOLOGY","SAN JOSE","CA","California",6,"95131-2018",85,17,7400,"","2010 N 1ST ST","3 ","K",5,1960,"99  ",0,1/1/1960 0:00:00,6,0
68385,6/30/2019 0:00:00,13155,"22486","2","HERITAGE","MADISON","WI","Wisconsin",55,"53704",25,2,4720,"","1212 Huxley St","3 ","B",7,1978,"99  ",0,12/4/1998 0:00:00,5,0
68386,6/30/2019 0:00:00,1393,"729075","2","LEWIS CLARK","Lewiston","ID","Idaho",16,"83501",69,1,9998,"","PO Box 1016","3 ","H",5,1939,"99  ",1,1/1/1939 0:00:00,5,0
68389,6/30/2019 0:00:00,26331,"2765246","2","CROW WING POWER","Brainerd","MN","Minnesota",27,"56401",35,8,9998," ","PO Box 962","3 ","C",6,1999,"99  ",0,1/15/1999 0:00:00,4,0
68391,6/30/2019 0:00:00,90,"79677","2","CAMPUS USA","GAINESVILLE","FL","Florida",12,"32614",1,3,2900,"","PO BOX 147029","2 ","B",9,1935,"99  ",1,1/1/1935 0:00:00,6,0
68394,6/30/2019 0:00:00,7361,"537681","2","MERIWEST","SAN JOSE","CA","California",6,"95153-5353",85,19,7400,"","P O BOX 530953","3 ","L",1,1961,"99  ",0,1/1/1961 0:00:00,6,0
68395,6/30/2019 0:00:00,4143,"297387","2","HERITAGE COMMUNITY","RANCHO CORDOVA","CA","California",6,"95741-0790",67,7,6920,"","P O BOX 790","3 ","K",5,1953,"99  ",1,1/1/1953 0:00:00,5,0
68398,6/30/2019 0:00:00,14443,"238090","2","SCHOOLS FINANCIAL","SACRAMENTO","CA","California",6,"95815",67,6,6920,"","1485 RESPONSE RD, STE 126","3 ","K",6,1933,"99  ",0,3/23/1933 0:00:00,6,0
68402,6/30/2019 0:00:00,5526,"617882","2","VALLEY FIRST","MODESTO","CA","California",6,"95353",99,10,5170,"","PO BOX 1411","3 ","T",3,1956,"99  ",0,1/1/1956 0:00:00,6,0
68407,6/30/2019 0:00:00,2730,"701987","2","ENTERPRISE","ENTERPRISE","KS","Kansas",20,"67441-9761",41,1,9998,"","PO BOX 12, 109 E FIRST ST.","3 ","D",2,1949,"99  ",0,1/1/1949 0:00:00,1,0
68409,6/30/2019 0:00:00,5193,"198783","2","CABRILLO","San Diego","CA","California",6,"92131",73,52,7320,"","10075 Carroll Canyon Rd","3 ","O",1,1955,"99  ",0,1/1/1955 0:00:00,5,0
68410,6/30/2019 0:00:00,1877,"286073","2","UNITED CONSUMERS","INDEPENDENCE","MO","Missouri",29,"64055",95,5,3760,"","1111 E 23RD ST S","3 ","D",1,1941,"99  ",0,8/16/1999 0:00:00,5,0
68411,6/30/2019 0:00:00,318,"977979","2","BLUESTEM COMMUNITY","EL DORADO","KS","Kansas",20,"67042-2222",15,4,9040,"","P O BOX 773","3 ","D",9,1935,"99  ",1,1/1/1935 0:00:00,3,0
68412,6/30/2019 0:00:00,7154,"289186","2","GULF STATES","MAITLAND","FL","Florida",12,"32794-5110",117,7,5960,"","P.O. BOX 945110","2 ","A",1,1960,"99  ",0,1/1/1960 0:00:00,3,0
68413,6/30/2019 0:00:00,18786,"673299","2","PACIFIC SERVICE","CONCORD","CA","California",6,"94519",13,11,7360,"","3000 CLAYTON RD","3 ","K",2,1936,"99  ",0,1/1/1936 0:00:00,6,0
68415,6/30/2019 0:00:00,17027,"673691","2","SOUTHLAND","LOS ALAMITOS","CA","California",6,"90720-1303",59,47,4480,"","P. O. BOX 3003","3 ","O",4,1944,"99  ",0,1/1/1944 0:00:00,6,0
68416,6/30/2019 0:00:00,14064,"980698","2","ORANGE COUNTY'S","SANTA ANA","CA","California",6,"92705",59,45,360,"","1701 E SAINT ANDREW PL","3 ","O",6,1938,"99  ",1,1/1/1938 0:00:00,6,0
68417,6/30/2019 0:00:00,2636,"414371","2","FAIRWINDS","ORLANDO","FL","Florida",12,"32801",95,10,5960,"","135 W CENTRAL BLVD, SUITE 1220","2 ","A",10,1949,"99  ",1,1/1/1949 0:00:00,6,0
68420,6/30/2019 0:00:00,26344,"2872854","2","DIRECTORS CHOICE","ALBANY","NY","New York",36,"12205",1,20,160,"","1 SOUTH FAMILY DRIVE","1 ","J",1,1999,"99  ",0,11/23/1999 0:00:00,3,0
68421,6/30/2019 0:00:00,3461,"440688","2","CREDIT UNION WEST","Glendale","AZ","Arizona",4,"85312",13,8,6200,"","PO Box 7600","3 ","G",4,1951,"99  ",0,1/1/1951 0:00:00,6,0
68423,6/30/2019 0:00:00,9215,"506883","2","IAA","Bloomington","IL","Illinois",17,"61702-2901",113,13,1040,"","PO Box 2901","3 ","A",10,1951,"99  ",0,12/1/1999 0:00:00,5,0
68425,6/30/2019 0:00:00,701,"504777","2","ILLIANA FINANCIAL","CALUMET CITY","IL","Illinois",17,"60409-5404",31,2,1600,"","PO BOX 1249","3 ","A",10,1936,"99  ",0,12/31/1999 0:00:00,5,0
68428,6/30/2019 0:00:00,5985,"96487","2","PREMIER AMERICA","Chatsworth","CA","California",6,"91311-6532",37,25,4480,"","19867 Prairie St","3 ","P",3,1957,"99  ",0,11/5/1957 0:00:00,6,0
68429,6/30/2019 0:00:00,3434,"212586","2","TRAVIS","VACAVILLE","CA","California",6,"95687",95,3,8720,"","1 TRAVIS WAY","3 ","K",5,1951,"99  ",1,1/1/1951 0:00:00,6,0
68430,6/30/2019 0:00:00,26348,"2915845","2","LATINO COMMUNITY","DURHAM","NC","North Carolina",37,"27701-3315",63,1,6640,"","100 W MORGAN ST","2 ","G",2,2000,"99  ",1,2/8/2000 0:00:00,5,0
68432,6/30/2019 0:00:00,2614,"497477","2","NORTH EAST TEXAS","LONE STAR","TX","Texas",48,"75668",343,4,9998,"","P O BOX 1480","2 ","C",8,1948,"99  ",1,1/1/1948 0:00:00,5,0
68433,6/30/2019 0:00:00,13112,"12281","2","AMERICU","ROME","NY","New York",36,"13440",65,22,8680,"ADMINISTRATIVE OFFICES","1916 BLACK RIVER BLVD","1 ","L",5,1978,"99  ",1,2/17/1978 0:00:00,6,0
68434,6/30/2019 0:00:00,661,"482277","2","TEXAS TRUST","MANSFIELD","TX","Texas",48,"76063",439,6,1920,"","PO BOX 2260","2 ","N",7,1936,"99  ",1,1/1/1936 0:00:00,6,0
68437,6/30/2019 0:00:00,14563,"283698","2","BELLCO","GREENWOOD VILLA","CO","Colorado",8,"80111",5,6,2080,"","7600 E ORCHARD RD, STE 400N","3 ","E",1,1936,"99  ",1,1/1/1936 0:00:00,6,0
68439,6/30/2019 0:00:00,762,"473275","2","RESOURCE ONE","Dallas","TX","Texas",48,"75266-0077",113,30,1920,"","PO Box 660077","2 ","C",8,1936,"99  ",1,1/1/1936 0:00:00,6,0
68440,6/30/2019 0:00:00,14459,"811091","2","MEMBERSOURCE","Houston","TX","Texas",48,"77042",201,9,3360,"","10100 Richmond Ave","2 ","E",8,1958,"99  ",0,6/30/2000 0:00:00,5,0
68441,6/30/2019 0:00:00,3757,"550288","2","EXCITE","SAN JOSE","CA","California",6,"95118",85,18,7400,"","3315 ALMADEN EXPY","3 ","L",2,1952,"99  ",0,1/1/1952 0:00:00,5,0
68442,6/30/2019 0:00:00,8116,"345783","2","PEOPLESCHOICE","Biddeford","ME","Maine",23,"04005",31,1,9998,"","P. Bo Box 463","1 ","U",9,1963,"99  ",0,1/1/1963 0:00:00,5,0
68443,6/30/2019 0:00:00,11567,"379386","2","COLORADO","Littleton","CO","Colorado",8,"80127-0001",59,1,2080,"","P. O. Box 270010","3 ","F",3,1973,"99  ",0,6/26/1973 0:00:00,5,0
68444,6/30/2019 0:00:00,103,"911571","2","FIRST","Chandler","AZ","Arizona",4,"85225",13,9,6200,"","25 S Arizona Pl Ste 111","3 ","G",4,1935,"99  ",0,3/25/1935 0:00:00,5,0
68445,6/30/2019 0:00:00,3393,"289681","2","POWER FINANCIAL","Pembroke Pines","FL","Florida",12,"33028",11,23,5000,"","2020 NW 150th Avenue","2 ","A",6,1951,"99  ",1,1/1/1951 0:00:00,6,0
68446,6/30/2019 0:00:00,8030,"336080","2","MY","REDWOOD CITY","CA","California",6,"94063",81,14,7360,"","510 VETERANS BLVD STE B","3 ","L",5,1963,"99  ",0,1/1/1963 0:00:00,3,0
68447,6/30/2019 0:00:00,539,"773078","2","EDUCATION FIRST CREDIT UNION, INC.","Columbus","OH","Ohio",39,"43215",49,3,1840,"","510 E. Mound St.","1 ","G",1,1936,"99  ",1,9/15/2000 0:00:00,5,0
68448,6/30/2019 0:00:00,14241,"606792","2","CITIZENS EQUITY FIRST","Peoria","IL","Illinois",17,"61656-1715",143,17,6120," ","PO Box 1715","3 ","A",9,1937,"99  ",0,10/5/2000 0:00:00,6,0
68449,6/30/2019 0:00:00,9663,"546188","2","LONE STAR","DALLAS","TX","Texas",48,"75228",113,30,1920,"","7508 FERGUSON RD","2 ","C",1,1967,"99  ",1,1/1/1967 0:00:00,5,0
68450,6/30/2019 0:00:00,8331,"81885","2","FIRST FINANCIAL","SKOKIE","IL","Illinois",17,"60077",31,9,1600,"","5550 TOUHY AVE STE 102","3 ","A",7,1936,"99  ",0,10/20/2000 0:00:00,4,0
68451,6/30/2019 0:00:00,25267,"397296","2","GENESIS EMPLOYEES","ZANESVILLE","OH","Ohio",39,"43701",119,12,18,"","860 BETHESDA DRIVE","1 ","G",3,0,"99  ",0,1/24/1973 0:00:00,3,0
68453,6/30/2019 0:00:00,2536,"766874","2","SIKORSKY FINANCIAL","Stratford","CT","Connecticut",9,"06614",1,3,1160," ","1000 Oronoque Lane","1 ","K",9,1948,"99  ",0,1/1/1948 0:00:00,6,0
68456,6/30/2019 0:00:00,4498,"47489","2","CREDIT UNION OF SOUTHERN CALIFORNIA","Whittier","CA","California",6,"90608",59,45,4480,"","PO Box 200","3 ","O",2,1954,"99  ",0,1/1/1954 0:00:00,6,0
68457,6/30/2019 0:00:00,1126,"1013379","2","FINANCIAL PARTNERS","DOWNEY","CA","California",6,"90242-3457",37,40,4480,"","7800 IMPERIAL HWY","3 ","O",8,1937,"99  ",1,1/1/1937 0:00:00,6,0
68458,6/30/2019 0:00:00,2947,"987286","2","VENTURA COUNTY","Ventura","CA","California",6,"93001",111,26,6000,"","2575 Vista Del Mar Dr, Suite 100","3 ","P",5,1950,"99  ",0,1/1/1950 0:00:00,6,0
68459,6/30/2019 0:00:00,11611,"240084","2","USC","Los Angeles","CA","California",6,"90051-0718",37,37,4480,"","PO Box 512718","3 ","P",4,1973,"99  ",1,8/30/1973 0:00:00,6,0
68460,6/30/2019 0:00:00,295,"935072","2","LBS FINANCIAL","LONG BEACH","CA","California",6,"90804-0860",59,47,4480,"","PO BOX 4860","3 ","N",8,1935,"99  ",0,1/1/1935 0:00:00,6,0
68461,6/30/2019 0:00:00,7103,"504487","2","FLAG","TALLAHASSEE","FL","Florida",12,"32311",73,5,8240,"","3115 CONNER BLVD","2 ","B",9,1960,"99  ",1,1/1/1960 0:00:00,3,0
68463,6/30/2019 0:00:00,4068,"136981","2","NORTH COUNTY","San Diego","CA","California",6,"92198-9014",73,52,7320,"","PO Box 289014","3 ","O",1,1953,"99  ",0,1/1/1953 0:00:00,4,0
68465,6/30/2019 0:00:00,5557,"472988","2","STAR ONE","SUNNYVALE","CA","California",6,"94088-3643",85,17,7400,"","P.O. BOX 3643","3 ","L",1,1956,"99  ",0,1/1/1956 0:00:00,6,0
68469,6/30/2019 0:00:00,26359,"3037892","2","CATHOLIC UNITED FINANCIAL","SAINT PAUL","MN","Minnesota",27,"55126",123,4,5120,"","3499 LEXINGTON AVE N","3 ","C",4,2001,"99  ",0,4/10/2001 0:00:00,3,0
68471,6/30/2019 0:00:00,1795,"325271","2","FORT WORTH COMMUNITY","Bedford","TX","Texas",48,"76095-7848",439,24,2800,"","PO Box 210848","2 ","N",7,1940,"99  ",0,1/1/1940 0:00:00,6,0
68472,6/30/2019 0:00:00,26361,"3034967","2","CANAAN","Urbana","IL","Illinois",17,"61801-2618",19,13,1400,"","404 W Main St","3 ","A",5,2001,"99  ",1,5/11/2001 0:00:00,1,0
68474,6/30/2019 0:00:00,591,"1016370","2","FIRST U.S. COMMUNITY","Sacramento","CA","California",6,"95825",67,6,6920,"","580 University Ave","3 ","K",6,1936,"99  ",0,3/25/1936 0:00:00,5,0
68476,6/30/2019 0:00:00,99,"17473","2","TROPICAL FINANCIAL","MIRAMAR","FL","Florida",12,"33025",11,20,5000,"","3050 CORPORATE WAY","2 ","A",4,1935,"99  ",1,1/1/1935 0:00:00,6,0
68479,6/30/2019 0:00:00,14030,"603296","2","MUTUAL SECURITY","SHELTON","CT","Connecticut",9,"06484-1489",1,4,5760,"","PO BOX 2489","1 ","A",8,1982,"99  ",0,6/16/1982 0:00:00,5,0
68482,6/30/2019 0:00:00,22706,"620994","2","COASTAL COMMUNITY AND TEACHERS","CORPUS CHRISTI","TX","Texas",48,"78414",355,27,1880,"","6810 SARATOGA BLVD","2 ","H",1,1965,"99  ",1,1/12/1993 0:00:00,5,0
68483,6/30/2019 0:00:00,7990,"391481","2","MATADORS COMMUNITY","Northridge","CA","California",6,"91328",37,25,4480,"","PO Box 1052","3 ","P",1,1963,"99  ",0,1/1/1963 0:00:00,5,0
68485,6/30/2019 0:00:00,23819,"452186","2","AMERICAN FIRST","BREA","CA","California",6,"92821-6322",59,39,360,"","6 POINTE DR STE 400","3 ","N",3,1989,"99  ",1,5/22/1989 0:00:00,6,0
68487,6/30/2019 0:00:00,379,"845470","2","MEMBERS","COS COB","CT","Connecticut",9,"06807",1,4,9999,"","126 E PUTNAM AVE","1 ","A",8,1935,"99  ",1,1/1/1935 0:00:00,3,0
68490,6/30/2019 0:00:00,3639,"99189","2","VYSTAR","JACKSONVILLE","FL","Florida",12,"32210",31,5,3600,"","4949 BLANDING BLVD","2 ","B",1,1952,"99  ",1,1/1/1952 0:00:00,6,0
68491,6/30/2019 0:00:00,3930,"592783","2","SILVERADO","ANGWIN","CA","California",6,"94508-0330",55,5,8720,"","P O BOX 330, 1 ANGWIN PLAZA","3 ","L",1,1953,"99  ",0,1/1/1953 0:00:00,3,0
68493,6/30/2019 0:00:00,21448,"425993","2","WATER AND POWER COMMUNITY","LOS ANGELES","CA","California",6,"90012-2134",37,34,4480,"","1053 W SUNSET BLVD","3 ","N",1,1936,"99  ",1,1/1/1936 0:00:00,6,0
68494,6/30/2019 0:00:00,3827,"514785","2","FRONTWAVE","OCEANSIDE","CA","California",6,"92056",73,49,7320,"","1278 ROCKY POINT DR","3 ","O",5,1952,"99  ",0,1/1/1952 0:00:00,6,0
68495,6/30/2019 0:00:00,657,"480170","2","INTREPID","HELENA","MT","Montana",30,"59624",49,1,9998,"","PO BOX 159","3 ","E",8,1936,"99  ",0,1/1/1936 0:00:00,5,0
68498,6/30/2019 0:00:00,10995,"576381","2","DEER VALLEY","Phoenix","AZ","Arizona",4,"85053",13,6,6200,"","16215 N 28th Ave","3 ","G",3,1971,"99  ",0,1/1/1971 0:00:00,5,0
68502,6/30/2019 0:00:00,3360,"366489","2","CANYON STATE","PHOENIX","AZ","Arizona",4,"85027",13,6,6200,"","3440 W. DEER VALLEY ROAD","3 ","G",6,1951,"99  ",1,1/1/1951 0:00:00,5,0
68503,6/30/2019 0:00:00,1108,"1004779","2","FIRST CITY","Los Angeles","CA","California",6,"90086",37,34,4480,"","PO Box 86008","3 ","P",4,1937,"99  ",0,1/1/1937 0:00:00,6,0
68505,6/30/2019 0:00:00,11855,"74887","2","INTOUCH","PLANO","TX","Texas",48,"75025-0169",85,3,1920,"","PO BOX 250169","2 ","C",1,1974,"99  ",0,5/21/1974 0:00:00,6,0
68507,6/30/2019 0:00:00,15280,"355698","2","CALIFORNIA BEAR","Los Angeles","CA","California",6,"90013",37,34,4480,"","300 S. Spring St Ste 1215","3 ","N",2,1933,"99  ",0,8/31/1933 0:00:00,5,0
68508,6/30/2019 0:00:00,6724,"711687","2","CANALS & TRAILS","LOCKPORT","IL","Illinois",17,"60441-3434",197,3,3690,"","838 S STATE ST","3 ","A",8,1959,"99  ",0,11/12/2002 0:00:00,3,0
68510,6/30/2019 0:00:00,737,"512875","2","COMMUNITY 1ST","OTTUMWA","IA","Iowa",19,"52501",179,2,9998,"","PO BOX 737","3 ","A",6,1936,"99  ",1,1/1/1936 0:00:00,6,0
68511,6/30/2019 0:00:00,1804,"523871","2","CONNEX","North Haven","CT","Connecticut",9,"06473-0477",9,3,5480,"","PO BOX 477","1 ","A",9,1940,"99  ",0,1/1/1940 0:00:00,6,0
68513,6/30/2019 0:00:00,26376,"3176698","2","SMART CHOICE","CLEVELAND","TN","Tennessee",47,"37311-2948",11,4,9998,"","1075 BLYTHE AVE SE","2 ","K",8,2003,"99  ",1,1/9/2003 0:00:00,2,0
68517,6/30/2019 0:00:00,10773,"352183","2","VERITY","Seattle","WA","Washington",53,"98133",33,7,7600,"","11027 Meridian Ave N","3 ","I",5,1933,"99  ",0,7/15/1970 0:00:00,6,0
68522,6/30/2019 0:00:00,2924,"922483","2","HTM AREA","TROY","OH","Ohio",39,"45373",109,8,2000,"","847 W MAIN ST","1 ","G",6,1950,"99  ",0,4/15/2003 0:00:00,3,0
68524,6/30/2019 0:00:00,2550,"829573","2","FIRST COAST COMMUNITY","PALATKA","FL","Florida",12,"32177",107,3,9998,"","306 S PALM AVE","2 ","B",1,1948,"99  ",1,1/1/1948 0:00:00,5,0
68529,6/30/2019 0:00:00,26389,"3235401","2","LIGHT COMMERCE","HOUSTON","TX","Texas",48,"77267",201,18,3360,"","PO BOX 670494","2 ","H",8,2004,"99  ",1,1/17/2004 0:00:00,2,0
68530,6/30/2019 0:00:00,5678,"837484","2","FIRST COMMUNITY","COQUILLE","OR","Oregon",41,"97423-1804",11,4,9998,"","200 N ADAMS ST","3 ","J",8,1957,"99  ",1,1/1/1957 0:00:00,6,0
68531,6/30/2019 0:00:00,8070,"585084","2","MOUNTAIN","Waynesville","NC","North Carolina",37,"28786",87,11,480,"","38 Maple Street","2 ","F",9,1963,"99  ",0,1/1/1963 0:00:00,5,0
68536,6/30/2019 0:00:00,8605,"1758821","2","GENISYS","AUBURN HILLS","MI","Michigan",26,"48326-2947",125,11,2160,"","2100 EXECUTIVE HILLS DR","1 ","R",1,1964,"99  ",1,10/15/1964 0:00:00,6,0
68539,6/30/2019 0:00:00,2863,"976589","2","BEST REWARD","BROOK PARK","OH","Ohio",39,"44142",35,9,1680,"","5681 SMITH RD","1 ","H",1,1949,"99  ",0,11/9/1949 0:00:00,5,0
68540,6/30/2019 0:00:00,9852,"197384","2","PREMIER ONE","San Jose","CA","California",6,"95119",85,19,7400,"","6640 Via Del Oro","3 ","L",1,1968,"99  ",0,1/1/1968 0:00:00,5,0
68542,6/30/2019 0:00:00,8532,"868488","2","KH NETWORK CREDIT UNION","DAYTON","OH","Ohio",39,"45459",113,10,2000,"","7740 PARAGON RD","1 ","G",5,1964,"99  ",0,6/16/1964 0:00:00,4,0
68545,6/30/2019 0:00:00,12279,"904984","2","MY","Watauga","TX","Texas",48,"76148",439,26,2800,"","5744 Watauga Rd","2 ","C",2,1975,"99  ",0,8/25/1975 0:00:00,3,0
68546,6/30/2019 0:00:00,13055,"653488","2","EVERGREENDIRECT","TUMWATER","WA","Washington",53,"98501-5290",67,10,5910,"","6001 CAPITOL BLVD SW","3 ","I",9,1977,"99  ",1,12/20/1977 0:00:00,4,0
68547,6/30/2019 0:00:00,26401,"3392984","2","CATHOLICS UNITED","HUTCHINSON","KS","Kansas",20,"67504-0662",155,1,9998,"","PO BOX 662","3 ","D",1,2005,"99  ",1,11/10/2005 0:00:00,1,0
68549,6/30/2019 0:00:00,522,"770479","2","MEDIA CITY","BURBANK","CA","California",6,"91506",37,28,4480,"","1020 WEST OLIVE AVENUE","3 ","P",3,1936,"99  ",0,1/1/1936 0:00:00,3,0
68556,6/30/2019 0:00:00,11349,"212689","2","MEMORIAL HEALTH CREDIT UNION","SAVANNAH","GA","Georgia",13,"31405",51,1,7520,"","901 E. 65TH ST.","2 ","D",7,1972,"99  ",0,9/1/1972 0:00:00,3,0
68557,6/30/2019 0:00:00,2937,"740089","2","CROSSROADS","GOESSEL","KS","Kansas",20,"67053-8800",115,1,9998,"","PO BOX 67","3 ","D",2,1950,"99  ",0,1/1/1950 0:00:00,2,0
68558,6/30/2019 0:00:00,4905,"162980","2","VANTAGE WEST","TUCSON","AZ","Arizona",4,"85712-5735",19,2,8520,"","2480 N. ARCADIA AVE","3 ","G",3,1955,"99  ",1,3/25/1955 0:00:00,6,0
68559,6/30/2019 0:00:00,733,"239574","2","TVA COMMUNITY CREDIT UNION","MUSCLE SHOALS","AL","Alabama",1,"35661",33,4,2650,"","1405 SOUTH WILSON DAM RD","2 ","M",5,1936,"99  ",0,1/1/1936 0:00:00,5,0
68560,6/30/2019 0:00:00,13681,"499882","2","RED ROCKS","LITTLETON","CO","Colorado",8,"80120-4520",5,6,2080,"","8195 SOUTHPARK LN","3 ","E",2,1979,"99  ",0,12/13/1979 0:00:00,5,0
68561,6/30/2019 0:00:00,25569,"571292","2","CREDIT UNION OF OHIO","HILLIARD","OH","Ohio",39,"43026-7456",49,12,1840,"","5500 BRITTON PKWY","1 ","G",1,0,"99  ",0,11/30/1966 0:00:00,5,0
68562,6/30/2019 0:00:00,278,"930376","2","MEMBERS SOURCE","MERRILLVILLE","IN","Indiana",18,"46410",89,1,2960,"","8580 VIRGINIA ST","2 ","L",3,1935,"99  ",0,8/17/1935 0:00:00,4,0
68563,6/30/2019 0:00:00,1894,"474478","2","DOWN EAST","Baileyville","ME","Maine",23,"04694",29,2,9998,"","23 Third Ave","1 ","U",9,1941,"99  ",1,1/1/1941 0:00:00,5,0
68564,6/30/2019 0:00:00,594,"831071","2","VIRIVA COMMUNITY","WARMINSTER","PA","Pennsylvania",42,"18974",17,8,6160,"","157 YORK RD","1 ","I",6,1936,"99  ",1,1/1/1936 0:00:00,4,0
68565,6/30/2019 0:00:00,3860,"496087","2","ELEVATIONS","BOULDER","CO","Colorado",8,"80301",13,2,1125,"","PO BOX 9004","3 ","E",2,1952,"99  ",1,1/1/1952 0:00:00,6,0
68567,6/30/2019 0:00:00,4904,"716084","2","AMERICAN SOUTHWEST","Sierra Vista","AZ","Arizona",4,"85636-0370",3,2,9998,"","PO Box 370","3 ","G",5,1955,"99  ",1,1/1/1955 0:00:00,5,0
68571,6/30/2019 0:00:00,6985,"246880","2","CREDIT UNION OF GEORGIA","Woodstock","GA","Georgia",13,"30188",57,11,520,"","PO Box 2148","2 ","F",5,1960,"99  ",0,1/1/1960 0:00:00,5,0
68572,6/30/2019 0:00:00,631,"169279","2","VIA CREDIT UNION","Marion","IN","Indiana",18,"46953-5351",53,5,9998,"","4505 S Adams ST","2 ","L",8,1936,"99  ",0,4/22/1936 0:00:00,5,0
