"Account","AcctName","AcctDesc","TableName","Annualize","CBSAccount","FPRAccount","STATAcctMain","STATAcctState","STATAcctGraph","STATAcctTable8"
"Acct_785A","Market Value of Investments Purchased Under an Investment Pilot Program - 703.19 (FCU Only)","IMarket Value of Investments Purchased Under an Investment Pilot Program - 703.19","FS220A",0,1,1,0,0,0,0
"Acct_786","Total of Securities Meeting the Requirements of Section 703.12(b) (Sum of items 2b+3c+5+6)","Report total holdings in securities with maturities greater than 3 years; or with embedded options (calls, puts, caps, and floors); or where the coupon formula is related to more than one index, or is inversely related to an index, or is a multiple of an index.","FS220B",0,0,0,0,0,0,0
"Acct_786A","Non-Mortgage Related Securities with Embedded Options or Complex Coupon Formulas","Non-Mortgage Related Securities with Embedded Options or Complex Coupon Formulas","FS220C",0,0,0,0,0,0,0
"Acct_786B","Non-Mortgage Related Securities with Maturities Greater than Three Years that Do Not have Embedded Options or Complex Coupon Formulas","Non-Mortgage Related Securities with Maturities Greater than Three Years that Do Not have Embedded Options or Complex Coupon Formulas","FS220C",0,0,0,0,0,0,0
"Acct_787","Market Value Devaluation of Portfolio at a 300 Basis Point Shock","Applies only to federal credit unions if the amount of securities meeting the requirements of section 703.90(b) as reported in item 21 exceeds net capital.  Report the aggregate market value devaluation for a 300 basis point parallel shock in the yield curve.","FS220B",0,0,0,0,0,0,0
"Acct_788","Outstanding balance of brokered certificates of deposit and share certificates","Outstanding balance of brokered certificates of deposit and share certificates","FS220C",0,0,0,0,0,0,0
"Acct_789A","Investments used to fund employee benefit plans, Book Value","Investments used to fund employee benefit plans, Book Value","FS220",0,0,0,0,0,0,0
"Acct_789A1","Investments used to fund employee benefit plans, Market Value","Investments used to fund employee benefit plans, Market Value","FS220",0,0,0,0,0,0,0
"Acct_789B","Employee benefit plan Section 701.19(c) investments (FCU Only), Book Value","Employee benefit plan Section 701.19(c) investments (FCU Only), Book Value","FS220",0,0,0,0,0,0,0
"Acct_789B1","Employee benefit plan Section 701.19(c) investments (FCU Only), Market Value","Employee benefit plan Section 701.19(c) investments (FCU Only), Market Value","FS220",0,0,0,0,0,0,0
"Acct_789C","Securities","Securities","FS220J",0,0,0,0,0,0,0
"Acct_789D","Other Investments","Other Investments","FS220J",0,0,0,0,0,0,0
"Acct_789E","Other Assets - Split Dollar Life Insurance Arrangements - Collateral Assignment","Other Assets - Split Dollar Life Insurance Arrangements - Collateral Assignment","FS220J",0,0,0,0,0,0,0
"Acct_789E1","Other Assets - Split Dollar Life Insurance Arrangements Endorsement - Endorsement","Other Assets - Split Dollar Life Insurance Arrangements Endorsement - Endorsement","FS220J",0,0,0,0,0,0,0
"Acct_789E2","Other Assets - Other Insurance","Other Assets - Other Insurance","FS220J",0,0,0,0,0,0,0
"Acct_789F","Other Assets - Other Non-insurance","Other Assets - Other Non-insurance","FS220J",0,0,0,0,0,0,0
"Acct_789G","Amounts reported in the Asset section or deferred compensation plans of NCUA Rules and Regulations (if FCU), or similar state provisions (if SCU)","Amounts reported in the Asset section of the Statement of Financial Condition to fund employee benefit plans or deferred compensation plans under 
Section 701.19(c) of NCUA Rules and Regulations (if FCU), or similar state provisions (if SCU), that are not authorized under Part 703 of NCUA Rules
 and Regulations.  - Total","FS220J",0,0,0,0,0,0,0
"Acct_789H","Amounts reported in Asset section of the Statement of Financial Condition to fund Charitable Donation Accounts","Amounts reported in Asset section of the Statement of Financial Condition to fund Charitable Donation Accounts","FS220J",0,0,0,0,0,0,0
"Acct_794","NCUA Share Insurance Capitalization Deposit","Enter the NCUSIF deposit amount.","FS220",0,1,1,1,1,0,0
"Acct_795","Non NCUA OSH deposit.","The current outstanding balance of any share insurance capitalization deposit with a private or state administered share insurance fund. This account was used prior to December 1990.","FS220B",0,0,0,1,0,0,0
"Acct_796A","SFAS 115 Investments Held to Maturity - < 1 Year","Report the amount of investments that the credit union has the positive intent and ability to hold to maturity.  Report the value of these investments at amortized cost. Include all SFAS 115 investments that are not classified as either available for sale or trading (less than 1 year).","FS220B",0,1,0,1,0,0,0
"Acct_796B","SFAS 115 Investments Held to Maturity - 1-3 Years","Report the amount of investments that the credit union has the positive intent and ability to hold to maturity.  Report the value of these investments at amortized cost. Include all SFAS 115 investments that are not classified as either available for sale or trading (1-3 years).","FS220B",0,1,0,1,0,0,0
"Acct_796C","Held to Maturity  3-10 Years","Report the amount of investments that the credit union has the positive intent and ability to hold to maturity.  Report the value of these investments at amortized cost. Include all investments that are not classified as either available for sale or trading, i.e., NCUSIF Capitalization Deposit 3 to 10 years.","FS220B",0,1,0,1,0,0,0
"Acct_796C1","SFAS 115 Investments Held to Maturity, >3-5 Years","Held to Maturity > 3-5 years","FS220",0,1,0,0,0,0,0
"Acct_796C2","SFAS 115 Investments Held to Maturity, >5-10 Years","Held to Maturity > 5-10 years","FS220",0,1,0,0,0,0,0
"Acct_796D","SFAS 115 Investments Held to Maturity - > 10 Years","Report the amount of investments that the credit union has the positive intent and ability to hold to maturity.  Report the value of these investments at amortized cost. Include all investments that are not classified as either available for sale or trading, i.e., NCUSIF Capitalization Deposit more than 10 years.","FS220B",0,1,0,1,0,0,0
"Acct_796E","Held-to-Maturity Securities","Report the amount of investments that the credit union has the positive intent and ability to hold to maturity.  Report the value of these investments at amortized cost. Include all investments that are not classified as either available for sale or trading, i.e., NCUSIF Capitalization Deposit.","FS220B",0,1,1,1,0,0,1
"Acct_797A","SFAS 115 Investments Available for Sale - < 1 Year","Report the amount of investments that the credit union has that are available for sale.  Report the value of these investments at fair value less than 1 year.","FS220B",0,1,0,1,0,0,0
"Acct_797B","SFAS 115 Investments Available for Sale - 1-3 Years","Report the amount of investments that the credit union has that are available for sale.  Report the value of these investments at fair value 1 to 3 years.","FS220B",0,1,0,1,0,0,0
"Acct_797C","Available for Sale  3-10 Years","Report the amount of investments that the credit union has that are available for sale.  Report the value of these investments at fair value 3 to 10 years.","FS220B",0,1,0,1,0,0,0
"Acct_797C1","SFAS 115 Investments Available for Sale, >3-5 Years","Available for Sale > 3-5 years","FS220",0,1,0,0,0,0,0
"Acct_797C2","SFAS 115 Investments Available for Sale, >5-10 Years","Available for Sale > 5-10 years","FS220",0,1,0,0,0,0,0
"Acct_797D","SFAS 115 Investments Available for Sale - > 10 Years","Report the amount of investments that the credit union has that are available for sale.  Report the value of these investments at fair value more than 10 years..","FS220B",0,1,0,1,0,0,0
"Acct_797E","Available for Sale Securities","Report the amount of investments that the credit union has that are available for sale.  Report the value of these investments at fair value.","FS220B",0,1,1,1,0,0,1
"Acct_798","Other Real Estate Owned","Includes real property acquired in any manner for debts previously contracted (including, but not limited to, real estate acquired through foreclosure and real estate acquired by deed in lieu of foreclosure), even if the credit union has yet received title to the property.  Should also include any real estate which the credit union controls ""in substance"" even though formal foreclosure proceeding have not been instituted against the borrower.","FS220",0,1,1,1,1,0,1
"Acct_798A","Foreclosed and Repossessed Assets","Foreclosed and Repossessed Assets","FS220A",0,1,1,0,0,0,0
"Acct_798A1","Foreclosed and Repossessed Assets, Real Estate","Foreclosed and Repossessed Assets, Real Estate.","FS220",0,0,0,0,0,0,0
"Acct_798A2","Foreclosed and Repossessed Assets, Automobiles","Foreclosed and Repossessed Assets, Automobiles.","FS220",0,0,0,0,0,0,0
"Acct_798A3","Foreclosed and Repossessed Assets, Other","Foreclosed and Repossessed Assets, Others.","FS220",0,0,0,0,0,0,0
"Acct_798B","Total Number of Foreclosed and Repossessed Loans,","Total Number of Foreclosed and Repossessed Loans","FS220G",0,0,0,0,0,0,0
"Acct_798B1","Number of Foreclosed and Repossessed Real Estate Loans","Number of Foreclosed Real Estate Loans","FS220G",0,0,0,0,0,0,0
"Acct_798B2","Number of Foreclosed and Repossessed Automobile Loans,","Number of Repossessed Auto Loans","FS220G",0,0,0,0,0,0,0
"Acct_798B3","Number of Foreclosed and Repossessed Other Loans","Number of Other Foreclosed and Repossessed Loans","FS220G",0,0,0,0,0,0,0
"Acct_799","Total Investments","This account was used prior to June 2006.","FS220B",0,1,1,1,1,1,1
"Acct_799A","Total < 1 Year","This account was used prior to June 2006.","FS220",0,1,1,1,0,0,1
"Acct_799A1","Total Investments <= 1 Year","Total Investments <= 1 Year","FS220",0,0,0,0,0,0,0
"Acct_799B","Total Investments > 1 - 3 Years","Total Investments > 1 - 3 Years","FS220B",0,1,0,1,0,0,0
"Acct_799B1","Total Investments","Distribution of investment over 3 years. Acct799B1 = 741B1+742B1+652B1+746B1+750B1+672B1+655B1 where 741B1: US Government obligations; 742b1: Federal agency securities; 652B1: Corporate credit unions; 746B1: Commercial Banks; 750B1: S&L's Mutual saving banks; 672B1:Credit unions (not corporate CU); 655B1: Other investments;","FS220",0,1,0,1,0,0,0
"Acct_799B2","Total Investments","Distribution of investment over 3 years. Acct 799B2 = 741B2+742B2+652B2+746B2+750B2+672B2+794+655B2 where 741B2: US Government Obligations; 742B2:Federal agency securities; 652B2: Corporate credit unions; 746B2: Commercial Banks; 750B2: S&L's Mutual saving banks; 672B2: Credit unions (not corporate CU); 794: NCUA Share ins. cap. deposit; 655b2: Other investments;","FS220",0,1,1,1,0,1,0
"Acct_799C","Total 3-10 Years","Total the amounts for each column, The amount reported for the total of column E must equal the amount reported in item 9 above, and for the amount reported on page 1, line 4.","FS220B",0,1,1,1,0,1,1
"Acct_799C1","Total Investments > 3 - 5 Years","Total Investments > 3 - 5 Years","FS220",0,1,0,0,0,0,0
"Acct_799C2","Total Investments > 5 - 10 Years","Total Investments > 5 - 10 Years","FS220",0,1,0,0,0,0,0
"Acct_799D","Total Investments > 10 Years","Total Investments > 10 Years","FS220B",0,1,1,1,0,1,1
"Acct_799I","Total Investments","Total Investments","FS220A",0,0,0,0,0,0,0
"Acct_801","Fair value of Held to Maturity Securities","Fair value of Held to Maturity Securities","FS220B",0,1,1,1,0,0,1
"Acct_811","Revolving Open-End lines secured by 1-4 Family Residential Properties","Report the unused portions of commitments to extend credit under revolving, open-end lines of credit secured by 1 to 4 family residential properties. These lines, commonly known as home equity lines, are typically secured by a junior lien and are usually accessible by check or credit card.","FS220B",0,1,0,1,0,0,0
"Acct_811A","Residential Construction Loans","Unfunded Commitments-Residential Construction Loans-Excluding Business Purpose","FS220G",0,0,0,0,0,0,0
"Acct_811A1"," Residential Construction Loans-Excluding Business Purpose - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Residential Construction Loans-Excluding Business Purpose","FS220H",0,0,0,0,0,0,0
"Acct_811A2","Residential Construction Loans-Excluding Business Purpose - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Residential Construction Loans-Excluding Business Purpose","FS220H",0,0,0,0,0,0,0
"Acct_811A3","Revolving Open-End lines secured by 1-4 Family Residential Properties - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Revolving Open-End lines secured by 1-4 Family Residential Properties","FS220H",0,0,0,0,0,0,0
"Acct_811A4","Revolving Open-End lines secured by 1-4 Family Residential Properties - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Revolving Open-End lines secured by 1-4 Family Residential Properties","FS220H",0,0,0,0,0,0,0
"Acct_811B","Federally Insured Home Equity Conversion Mortgages (HECM) (Reverse Mortgages)","Unfunded Commitments for Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)","FS220A",0,0,0,0,0,0,0
"Acct_811B1","Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages) - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)","FS220H",0,0,0,0,0,0,0
"Acct_811B2","Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages) - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)","FS220H",0,0,0,0,0,0,0
"Acct_811B3","Amount Committed Directly by Credit Union, Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)(Non-Commercial)","Amount Committed Directly by Credit Union, Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)(Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811B4","Amount Committed through Third Party / Indirect, Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)(Non-Commercial)","Amount Committed through Third Party / Indirect, Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)(Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811B5","Total Unfunded Commitments for Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)(Non-Commercial)","Total Unfunded Commitments for Federally Insured Home Equity Conversion Mortgages (HECM)(Reverse Mortgages)(Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811C","Proprietary Reverse Mortgage Products","Unfunded Commitments for Proprietary Reverse Mortgage Products","FS220G",0,0,0,0,0,0,0
"Acct_811C1","Proprietary Reverse Mortgage Products - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Proprietary Reverse Mortgage Products","FS220H",0,0,0,0,0,0,0
"Acct_811C2","Proprietary Reverse Mortgage Products - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Proprietary Reverse Mortgage Products","FS220H",0,0,0,0,0,0,0
"Acct_811C3","Amount Committed Directly by Credit Union, Proprietary Reverse Mortgage Products (Non-Commercial)","Amount Committed Directly by Credit Union, Proprietary Reverse Mortgage Products (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811C4","Amount Committed through Third Party / Indirect, Proprietary Reverse Mortgage Products (Non-Commercial)","Amount Committed through Third Party / Indirect, Proprietary Reverse Mortgage Products (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811C5","Total Unfunded Commitments for Proprietary Reverse Mortgage Products (Non-Commercial)","Total Unfunded Commitments for Proprietary Reverse Mortgage Products (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811D","Total Unfunded Commitments for Revolving Open-End lines secured by 1-4 Family Residential Properties (Non-Commercial)","Total Unfunded Commitments for Revolving Open-End lines secured by 1-4 Family Residential Properties (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811D1","Amount Committed Directly by Credit Union, Revolving Open-End lines secured by 1-4 Family Residential Properties (Non-Commercial)","Amount Committed Directly by Credit Union, Revolving Open-End lines secured by 1-4 Family Residential Properties (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811D2","Amount Committed through Third Party / Indirect, Revolving Open-End lines secured by 1-4 Family Residential Properties (Non-Commercial)","Amount Committed through Third Party / Indirect, Revolving Open-End lines secured by 1-4 Family Residential Properties (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811E","Total Unfunded Commitments for Residential Construction Loans (Non-Commercial)","Total Unfunded Commitments for Residential Construction Loans (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_811E1","Amount Committed Directly by Credit Union for Residential Construction Loans (Non-Commercial) ","Amount Committed Directly by Credit Union for Residential Construction Loans (Non-Commercial) ","FS220M",0,0,0,0,0,0,0
"Acct_811E2","Amount Committed through Third Party / Indirect for Residential Construction Loans (Non-Commercial)","Amount Committed through Third Party / Indirect for Residential Construction Loans (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_812","Credit Card Lines","Report the unused portions of all commitments to extend credit both to individuals for household, family, and other personal expenditures and to commercial or industrial enterprises through credit cards. Credit unions may report unused credit card lines as of the end of their customers' last monthly billing cycle prior to the report date or as of the report date.","FS220B",0,1,0,1,0,0,0
"Acct_812A","Credit Card Lines - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Credit Card Lines","FS220H",0,0,0,0,0,0,0
"Acct_812A1","Amount Committed Directly by Credit Union, Credit Card Lines (Non-Commercial)","Amount Committed Directly by Credit Union, Credit Card Lines (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_812B","redit Card Lines - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Credit Card Lines","FS220H",0,0,0,0,0,0,0
"Acct_812B1","Amount Committed through Third Party / Indirect, Credit Card Lines (Non-Commercial)","Amount Committed through Third Party / Indirect, Credit Card Lines (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_812C","Total Unfunded Commitments for Credit Card Lines (Non-Commercial)","Total Unfunded Commitments for Credit Card Lines (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_813","Outstanding Letters of Credit","Report the amount unused as of the report date of all financial standby letters of credit (and all legally binding commitments to issue financial standby letters of credit) issued by the credit union. A financial standby letter of credit irrevocably obligates the credit union to pay a third-party beneficiary when a customer (account party) fails to repay an outstanding loan or debt instrument.","FS220B",0,1,0,1,0,0,0
"Acct_813A","Outstanding Letters of Credit - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Outstanding Letters of Credit","FS220H",0,0,0,0,0,0,0
"Acct_813A1","Unfunded Commitments for Outstanding Commercial Letters of Credit - Amount Committed Directly by Credit Union","Unfunded Commitments for Outstanding Commercial Letters of Credit - Amount Committed Directly by Credit Union","FS220M",0,0,0,0,0,0,0
"Acct_813A2","Total Amount of Unfunded Commitments for Outstanding Commercial Letters of Credit","Total Amount of Unfunded Commitments for Outstanding Commercial Letters of Credit","FS220M",0,0,0,0,0,0,0
"Acct_813B","Outstanding Letters of Credit - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Outstanding Letters of Credit","FS220H",0,0,0,0,0,0,0
"Acct_813B1","Unfunded Commitments for Outstanding Commercial Letters of Credit - Amount Committed through  Third Party / Indirect","Unfunded Commitments for Outstanding Commercial Letters of Credit - Amount Committed through  Third Party / Indirect","FS220M",0,0,0,0,0,0,0
"Acct_814","Commercial Real Estate, Construction and Land Development","Report the unused portions of commitments to extend credit for the purpose of financing commercial and multifamily residential properties (e.g., business and industrial properties, hotels, motels, churches, hospitals, and apartment buildings).  Also include the unused portions of commitments to extend credit for the specific purpose of financing land development (i.e., the process of improving land, laying sewers, water pipes, etc.) preparatory to erecting new structures or the on-site construction of industrial, commercial, residential, or farm buildings.  For this item *construction* includes not only construction of new structures, but also additions or alterations to the existing structures and the demolition of existing structures to make way for new structures.  Also include in this item loan proceeds the credit union is obligated to advance as construction progress payments.  Do not include general lines of credit that a borrower, at its option, may draw down to finance construction and land development.","FS220B",0,1,0,1,0,0,0
"Acct_814A","Other Unfunded Business Loan Commitments","Unused portions of commitments to extend credit for member business loans other than the purpose of financing commercial and multifamily residential properties.","FS220A",0,0,0,0,0,0,0
"Acct_814A1","Construction & Land Development","Unfunded Commitments-Construction & Land Development","FS220G",0,0,0,0,0,0,0
"Acct_814A2","Construction & Land Development - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Construction & Land Development","FS220H",0,0,0,0,0,0,0
"Acct_814A3","Construction & Land Development - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Construction & Land Development","FS220H",0,0,0,0,0,0,0
"Acct_814A4","Other Unfunded Business Loan Commitments - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Other Unfunded Business Loan Commitments","FS220H",0,0,0,0,0,0,0
"Acct_814A5","Other Unfunded Business Loan Commitments - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Other Unfunded Business Loan Commitments","FS220H",0,0,0,0,0,0,0
"Acct_814A6","Unfunded Commitments for Commercial Construction & Land Development - Amount Committed Directly by Credit Union","Unfunded Commitments for Commercial Construction & Land Development - Amount Committed Directly by Credit Union","FS220M",0,0,0,0,0,0,0
"Acct_814A7","Unfunded Commitments for Commercial Construction & Land Development - Amount Committed through  Third Party / Indirect","Unfunded Commitments for Commercial Construction & Land Development - Amount Committed through  Third Party / Indirect","FS220M",0,0,0,0,0,0,0
"Acct_814A8","Total Amount of Unfunded Commitments for Commercial Construction & Land Development Loans","Total Amount of Unfunded Commitments for Commercial Construction & Land Development Loans","FS220M",0,0,0,0,0,0,0
"Acct_814B","Unfunded commitments for loans and participation interests qualifying for RBNW","Unfunded commitments for loans and participation interests qualifying for RBNW","FS220A",0,1,1,0,0,0,0
"Acct_814C","Commercial Real Estate - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Commercial Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_814C1","Commercial Real Estate - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Commercial Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_814D","Total Amount of Unfunded Commitments for Member Business Loans Secured by Real Estate","Total Amount of Unfunded Commitments for Member Business Loans Secured by Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_814D1","Unfunded Commitments for Member Business Loans Secured by Real Estate  - Amount Committed Directly by Credit Union","Unfunded Commitments for Member Business Loans Secured by Real Estate  - Amount Committed Directly by Credit Union","FS220I",0,0,0,0,0,0,0
"Acct_814D2","Unfunded Commitments for Member Business Loans Secured by Real Estate  - Amount Committed through Third Party / Indirect","Unfunded Commitments for Member Business Loans Secured by Real Estate  - Amount Committed through Third Party / Indirect","FS220I",0,0,0,0,0,0,0
"Acct_814E","Total Unfunded Commitments for Business Loans","Total Unfunded Commitments for Business Loans","FS220H",0,0,0,0,0,0,0
"Acct_814E1","Total Unfunded Commitments for Business Loans Committed Directly by the Credit Union","Total Unfunded Commitments for Business Loans Committed Directly by the Credit Union","FS220I",0,0,0,0,0,0,0
"Acct_814E2","Total Unfunded Commitments for Business Loans Committed through Third Party/Indirect","Total Unfunded Commitments for Business Loans Committed through Third Party/Indirect","FS220I",0,0,0,0,0,0,0
"Acct_814F","Total Amount of Unfunded Commitments for Member Business Loans NOT Secured by Real Estate","Total Amount of Unfunded Commitments for Member Business Loans NOT Secured by Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_814F1","Unfunded Commitments for Member Business Loans NOT Secured by Real Estate  - Amount Committed Directly by Credit Union","Unfunded Commitments for Member Business Loans NOT Secured by Real Estate  - Amount Committed Directly by Credit Union","FS220I",0,0,0,0,0,0,0
"Acct_814F2","Unfunded Commitments for Member Business Loans NOT Secured by Real Estate  - Amount Committed through Third Party / Indirect","Unfunded Commitments for Member Business Loans NOT Secured by Real Estate  - Amount Committed through Third Party / Indirect","FS220I",0,0,0,0,0,0,0
"Acct_814G","Total Amount of Unfunded Commitments for Nonmember Business Loans Secured By Real Estate","Total Amount of Unfunded Commitments for Nonmember Business Loans Secured By Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_814G1","Unfunded Commitments for Nonmember Business Loans Secured By Real Estate  - Amount Committed Directly by Credit Union","Unfunded Commitments for Nonmember Business Loans Secured By Real Estate  - Amount Committed Directly by Credit Union","FS220I",0,0,0,0,0,0,0
"Acct_814G2","Unfunded Commitments for Nonmember Business Loans Secured By Real Estate  - Amount Committed through Third Party / Indirect","Unfunded Commitments for Nonmember Business Loans Secured By Real Estate  - Amount Committed through Third Party / Indirect","FS220I",0,0,0,0,0,0,0
"Acct_814H","Total Amount of Unfunded Commitments for Nonmember Business Loans NOT Secured By Real Estate","Total Amount of Unfunded Commitments for Nonmember Business Loans NOT Secured By Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_814H1","Unfunded Commitments for Nonmember Business Loans NOT Secured By Real Estate  - Amount Committed Directly by Credit Union","Unfunded Commitments for Nonmember Business Loans NOT Secured By Real Estate  - Amount Committed Directly by Credit Union","FS220I",0,0,0,0,0,0,0
"Acct_814H2","Unfunded Commitments for Nonmember Business Loans NOT Secured By Real Estate  - Amount Committed through Third Party / Indirect","Unfunded Commitments for Nonmember Business Loans NOT Secured By Real Estate  - Amount Committed through Third Party / Indirect","FS220I",0,0,0,0,0,0,0
"Acct_814J","Total Amount of Unfunded Commitments for Agricultural Related Business Loans","Total Amount of Unfunded Commitments for Agricultural Related Business Loans","FS220I",0,0,0,0,0,0,0
"Acct_814J1","Unfunded Commitments for Agricultural Related Business Loans  - Amount Committed Directly by Credit Union","Unfunded Commitments for Agricultural Related Business Loans  - Amount Committed Directly by Credit Union","FS220I",0,0,0,0,0,0,0
"Acct_814J2","Unfunded Commitments for Agricultural Related Business Loans  - Amount Committed through Third Party / Indirect","Unfunded Commitments for Agricultural Related Business Loans  - Amount Committed through Third Party / Indirect","FS220I",0,0,0,0,0,0,0
"Acct_814J3","Unfunded Commitments for Agricultural Related Commercial Loans  - Amount Committed Directly by Credit Union","Unfunded Commitments for Agricultural Related Commercial Loans  - Amount Committed Directly by Credit Union","FS220M",0,0,0,0,0,0,0
"Acct_814J4","Unfunded Commitments for Agricultural Related Commercial Loans  - Amount Committed through Third Party / Indirect","Unfunded Commitments for Agricultural Related Commercial Loans  - Amount Committed through Third Party / Indirect","FS220M",0,0,0,0,0,0,0
"Acct_814J5","Total Amount of Unfunded Commitments for Agricultural Related Commercial Loans","Total Amount of Unfunded Commitments for Agricultural Related Commercial Loans","FS220M",0,0,0,0,0,0,0
"Acct_814K","Total Unfunded Commitments for Commercial Loans","Total Unfunded Commitments for Commercial Loans","FS220M",0,0,0,0,0,0,0
"Acct_814K1","Total Dollar Amount of Unfunded Commitments for Commercial Loans Committed Directly by the Credit Union","Total Dollar Amount of Unfunded Commitments for Commercial Loans Committed Directly by the Credit Union","FS220M",0,0,0,0,0,0,0
"Acct_814K2","Total Dollar Amount of Unfunded Commitments for Commercial Loans Committed through Third Party/Indirect","Total Dollar Amount of Unfunded Commitments for Commercial Loans Committed through Third Party/Indirect","FS220M",0,0,0,0,0,0,0
"Acct_815","Unsecured Share Draft Lines of Credit","Report the amount of unused credit available that can be accessed through use of a personal check.","FS220B",0,1,0,1,0,0,0
"Acct_815A","Unsecured Share Draft Lines of Credit - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Unsecured Share Draft Lines of Credit","FS220H",0,0,0,0,0,0,0
"Acct_815A1","Amount Committed Directly by Credit Union, Unsecured Share Draft Lines of Credit (Non-Commercial)","Amount Committed Directly by Credit Union, Unsecured Share Draft Lines of Credit (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_815B","Unsecured Share Draft Lines of Credit - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Unsecured Share Draft Lines of Credit","FS220H",0,0,0,0,0,0,0
"Acct_815B1","Amount Committed through Third Party / Indirect, Unsecured Share Draft Lines of Credit (Non-Commercial)","Amount Committed through Third Party / Indirect, Unsecured Share Draft Lines of Credit (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_815C","Total Unfunded Commitments for Unsecured Share Draft Lines of Credit (Non-Commercial)","Total Unfunded Commitments for Unsecured Share Draft Lines of Credit (Non-Commercial)","FS220M",0,0,0,0,0,0,0
"Acct_816","Other Unused Commitments","Report the unused portions of all other commitments.","FS220B",0,1,0,1,0,0,0
"Acct_816A","Total Unfunded Commitments for all loan types","Total Unfunded Commitments for all loan types","FS220H",0,0,0,0,0,0,0
"Acct_816A1","Total Unfunded Commitments for all loan types, Amount Committed Directly by Credit Union","Total Unfunded Commitments for all loan types, Amount Committed Directly by Credit Union","FS220H",0,0,0,0,0,0,0
"Acct_816A2","Total Unfunded Commitments for all loan types, Amount Committed through Third Party / Indirect","Total Unfunded Commitments for all loan types, Amount Committed through Third Party / Indirect","FS220H",0,0,0,0,0,0,0
"Acct_816B1","Other Unfunded Commitments - Amount Committed Directly by Credit Union","Amount Committed Directly by Credit Union, Other Unfunded Commitments","FS220H",0,0,0,0,0,0,0
"Acct_816B2","Other Unfunded Commitments - Amount Committed through  Third Party / Indirect","Amount Committed through  Third Party / Indirect, Other Unfunded Commitments","FS220H",0,0,0,0,0,0,0
"Acct_816B3","Amount Committed Directly by Credit Union, Other Unfunded Commitments (Non-Commercial)","Amount Committed Directly by Credit Union, Other Unfunded Commitments (Non-Commercial)","FS220M",0,0,0,0,0,0,0
