"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
65231,6/30/2019 0:00:00,19459,"PILGRIM BAPTIST",5589,11/28/2016 0:00:00,900,"Association of Credit Union Leagues",,"Subsidy for Risk or ALL"
65384,6/30/2019 0:00:00,19612,"TCP",7034,1/4/2019 0:00:00,800,"Other","Professional Dev Grant -Summit CU (James V and Elizabeth N Hamilton Foundation)","Program Grant"
65388,6/30/2019 0:00:00,19616,"COMMUNITY C.U. OF SO. HUMBOLDT",546,7/18/2011 0:00:00,250258,"Community Development Financial Institutions Fund",,"Not Collected"
65412,6/30/2019 0:00:00,19640,"1ST ED CREDIT UNION",6271,12/12/2017 0:00:00,5850,"Association of Credit Union Leagues",,"Program Grant"
65412,6/30/2019 0:00:00,19640,"1ST ED CREDIT UNION",6386,1/31/2018 0:00:00,1825,"Association of Credit Union Leagues",,"Program Grant"
65466,6/30/2019 0:00:00,19694,"MORTON",5920,7/4/2017 0:00:00,3500,"Other","Heartland Credit UnionCharitable Foundation","Program Grant"
65466,6/30/2019 0:00:00,19694,"MORTON",6585,6/25/2018 0:00:00,3500,"Other","Heartland Credit Union Charitable Foundation","Program Grant"
65471,6/30/2019 0:00:00,19699,"GUADALUPE PARISH",2152,8/15/2012 0:00:00,18513,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,6/30/2019 0:00:00,19699,"GUADALUPE PARISH",3618,8/15/2013 0:00:00,15000,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65471,6/30/2019 0:00:00,19699,"GUADALUPE PARISH",5341,7/25/2016 0:00:00,7200,"Other","NCUA Small Credit Union Initiatives","Program Grant"
65484,6/30/2019 0:00:00,19712,"ST. JUDE",3601,11/22/2013 0:00:00,1100,"Other","Illinois Credit Union League","Program Grant"
65484,6/30/2019 0:00:00,19712,"ST. JUDE",4743,8/14/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65565,6/30/2019 0:00:00,19793,"CEDAR FALLS COMMUNITY",7061,11/14/2018 0:00:00,9500,"NCUA Technical Assistance Program",,"Program Grant"
65722,6/30/2019 0:00:00,19946,"FREEDOM NORTHWEST",7203,9/20/2018 0:00:00,700000,"Community Development Financial Institutions Fund",,"Program Grant"
65760,6/30/2019 0:00:00,19983,"IRSE",3400,8/16/2013 0:00:00,1325,"Other","Illinois Credit Union Foundation","Program Grant"
65774,6/30/2019 0:00:00,19997,"TEACHERS",4865,9/1/2015 0:00:00,2000,"Other","CORNERSTONE CREDIT UNION LEAGUE","Program Grant"
65840,6/30/2019 0:00:00,20063,"I.B.E.W. LOCAL #146",3608,11/19/2013 0:00:00,2000,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2019 0:00:00,20063,"I.B.E.W. LOCAL #146",4886,12/1/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2019 0:00:00,20063,"I.B.E.W. LOCAL #146",5881,7/12/2017 0:00:00,1950,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2019 0:00:00,20063,"I.B.E.W. LOCAL #146",6549,6/18/2018 0:00:00,2000,"Other","Illinois Credit Union League","Program Grant"
65840,6/30/2019 0:00:00,20063,"I.B.E.W. LOCAL #146",7192,5/29/2019 0:00:00,1500,"Other","ILLINOIS CREDIT UNION LEAGUE","Program Grant"
65841,6/30/2019 0:00:00,20064,"DECATUR POSTAL",777,9/13/2011 0:00:00,1500,"Other","Illinois Credit Union League foundation","Not Collected"
65841,6/30/2019 0:00:00,20064,"DECATUR POSTAL",4460,4/28/2015 0:00:00,1000,"Other","Illinois Credit Union League","Program Grant"
65841,6/30/2019 0:00:00,20064,"DECATUR POSTAL",6197,1/2/2018 0:00:00,2500,"Other","IL CU Foundation","Program Grant"
65841,6/30/2019 0:00:00,20064,"DECATUR POSTAL",7083,6/24/2019 0:00:00,2000,"Other","IL CU Foundation","Program Grant"
65856,6/30/2019 0:00:00,20079,"OREGON COMMUNITY",6055,9/29/2017 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
65858,6/30/2019 0:00:00,20081,"MOUNTAIN GEM",5384,7/25/2016 0:00:00,6495,"Other","OSCUI","Program Grant"
65896,6/30/2019 0:00:00,20119,"MEA",6966,12/4/2018 0:00:00,1000,"National Credit Union Foundation",,"Program Grant"
65906,6/30/2019 0:00:00,20129,"AURORA POSTAL EMPLOYEES",4006,1/8/2014 0:00:00,2000,"Other","Il. Credit Union League","Program Grant"
65906,6/30/2019 0:00:00,20129,"AURORA POSTAL EMPLOYEES",7108,5/29/2019 0:00:00,2500,"Other","ILLINOIS CREDIT UNION LEAGUE","Program Grant"
65995,6/30/2019 0:00:00,20218,"MERCER",1849,8/21/2012 0:00:00,2500,"Other","Il Credit Union Foundation","Not Collected"
65995,6/30/2019 0:00:00,20218,"MERCER",6988,12/18/2018 0:00:00,600,"National Credit Union Foundation",,"Program Grant"
66012,6/30/2019 0:00:00,20235,"COMMUNITY CHOICE",3673,8/27/2013 0:00:00,4479,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
66012,6/30/2019 0:00:00,20235,"COMMUNITY CHOICE",4547,6/1/2015 0:00:00,4626,"National Credit Union Foundation",,"Program Grant"
66012,6/30/2019 0:00:00,20235,"COMMUNITY CHOICE",4548,5/1/2015 0:00:00,13000,"Other","Mountain West CU Association","Program Grant"
66012,6/30/2019 0:00:00,20235,"COMMUNITY CHOICE",4549,4/1/2015 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
66012,6/30/2019 0:00:00,20235,"COMMUNITY CHOICE",5482,7/25/2016 0:00:00,15000,"National Credit Union Foundation",,"Program Grant"
66012,6/30/2019 0:00:00,20235,"COMMUNITY CHOICE",6375,3/27/2018 0:00:00,20950,"Association of Credit Union Leagues",,"Program Grant"
66012,6/30/2019 0:00:00,20235,"COMMUNITY CHOICE",6890,12/21/2018 0:00:00,220000,"Other","Mountain West Credit Union Foundation","Program Grant"
66149,6/30/2019 0:00:00,20372,"GUADALUPE",3141,8/15/2012 0:00:00,10000,"National Credit Union Foundation",,"Program Grant"
66149,6/30/2019 0:00:00,20372,"GUADALUPE",3142,8/6/2012 0:00:00,253806,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66149,6/30/2019 0:00:00,20372,"GUADALUPE",3484,9/24/2013 0:00:00,597000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66149,6/30/2019 0:00:00,20372,"GUADALUPE",4060,8/29/2014 0:00:00,1000000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66149,6/30/2019 0:00:00,20372,"GUADALUPE",4907,11/1/2015 0:00:00,6000,"National Credit Union Foundation",,"Program Grant"
66149,6/30/2019 0:00:00,20372,"GUADALUPE",5710,9/27/2016 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66155,6/30/2019 0:00:00,20378,"PEOPLES",3419,7/8/2013 0:00:00,2700,"Association of Credit Union Leagues",,"Program Grant"
66185,6/30/2019 0:00:00,20408,"HIGH DESERT COMMUNITY",5742,1/31/2017 0:00:00,3000,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
66252,6/30/2019 0:00:00,20475,"QUESTA",718,4/9/2010 0:00:00,5132,"NCUA Technical Assistance Program",,"Not Collected"
66252,6/30/2019 0:00:00,20475,"QUESTA",3702,3/10/2014 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
66252,6/30/2019 0:00:00,20475,"QUESTA",3964,8/1/2014 0:00:00,3000,"Other","OSCUI","Program Grant"
66252,6/30/2019 0:00:00,20475,"QUESTA",5289,7/25/2016 0:00:00,2000,"Other","OSCUI","Program Grant"
66252,6/30/2019 0:00:00,20475,"QUESTA",5937,8/30/2017 0:00:00,7500,"Other","OSCUI","Program Grant"
66258,6/30/2019 0:00:00,20481,"SELF-HELP",717,9/27/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
66270,6/30/2019 0:00:00,20493,"ARCHER COOPERATIVE",4164,7/21/2014 0:00:00,13600,"Other","Merrick Foundation","Program Grant"
66270,6/30/2019 0:00:00,20493,"ARCHER COOPERATIVE",4732,3/23/2015 0:00:00,2000,"Other","Merrick Foundation","Program Grant"
66274,6/30/2019 0:00:00,20497,"EDDYVILLE COOPERATIVE",5655,1/19/2017 0:00:00,3847,"Other","Credit Union Foundation of Nebraska","Program Grant"
66296,6/30/2019 0:00:00,20519,"ST. HELENA PARISH",3636,12/4/2013 0:00:00,1200,"Association of Credit Union Leagues",,"Program Grant"
66296,6/30/2019 0:00:00,20519,"ST. HELENA PARISH",6508,6/21/2018 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
66300,6/30/2019 0:00:00,20523,"IMPERIAL",2341,3/20/2019 0:00:00,700,"Other","ILLINOIS CREDIT UNION FOUNDATION","Program Grant"
66310,6/30/2019 0:00:00,20533,"STATE EMPLOYEES'",3429,10/1/2012 0:00:00,233000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2019 0:00:00,20533,"STATE EMPLOYEES'",3584,10/31/2013 0:00:00,240000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2019 0:00:00,20533,"STATE EMPLOYEES'",4215,9/3/2014 0:00:00,250000,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2019 0:00:00,20533,"STATE EMPLOYEES'",4729,9/4/2015 0:00:00,251500,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66310,6/30/2019 0:00:00,20533,"STATE EMPLOYEES'",5248,9/15/2016 0:00:00,361142,"Other","Department of the Treasury - Internal Revenue Service","Program Grant"
66319,6/30/2019 0:00:00,20542,"TELCO",6131,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",555,5/10/2013 0:00:00,750,"Other","Credit Union Foundation of MD & DC, Inc","Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",4239,7/24/2014 0:00:00,750,"Other","CU Foundation of MD & DC","Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",4387,3/20/2015 0:00:00,750,"Other","CU Foundation of MD & DC","Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",5223,1/27/2016 0:00:00,750,"Other","CU Foundation of MD & DC","Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",6119,6/6/2017 0:00:00,750,"Other","CU Foundation of MD/DC","Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",6525,7/5/2018 0:00:00,750,"Other","CU Foundation of MD/DC","Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",7053,2/11/2019 0:00:00,1000,"Other","CU Foundation of MD/DC","Program Grant"
66333,6/30/2019 0:00:00,20555,"DESTINATIONS CREDIT UNION",7054,1/1/2019 0:00:00,750,"Other","CU Foundation of MD/DC","Program Grant"
66351,6/30/2019 0:00:00,20573,"TELCO PLUS",5591,10/10/2016 0:00:00,1467,"National Credit Union Foundation",,"Program Grant"
66351,6/30/2019 0:00:00,20573,"TELCO PLUS",5592,10/4/2016 0:00:00,2000,"Other","Filene Research-Small Bus. Lns","Program Grant"
66351,6/30/2019 0:00:00,20573,"TELCO PLUS",6304,12/7/2017 0:00:00,1000,"National Credit Union Foundation",,"Program Grant"
66357,6/30/2019 0:00:00,20579,"DELTA COMMUNITY",720,4/16/2008 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66357,6/30/2019 0:00:00,20579,"DELTA COMMUNITY",721,7/20/2009 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66357,6/30/2019 0:00:00,20579,"DELTA COMMUNITY",722,8/6/2009 0:00:00,10000,"Other","Federal Home Loan Bank","Not Collected"
66370,6/30/2019 0:00:00,20592,"SCOTT",3623,2/13/2013 0:00:00,1500,"Other","AFFN","Pass Through"
66370,6/30/2019 0:00:00,20592,"SCOTT",3786,3/10/2014 0:00:00,1500,"Other","AFFN","Pass Through"
66370,6/30/2019 0:00:00,20592,"SCOTT",4325,3/1/2015 0:00:00,1500,"Other","AFFN","Pass Through"
66370,6/30/2019 0:00:00,20592,"SCOTT",5073,3/1/2016 0:00:00,1500,"Other","AFFN","Pass Through"
66370,6/30/2019 0:00:00,20592,"SCOTT",5889,6/7/2017 0:00:00,1500,"Other","AFFN","Pass Through"
66370,6/30/2019 0:00:00,20592,"SCOTT",6550,5/15/2018 0:00:00,1500,"Other","AFFN","Pass Through"
66370,6/30/2019 0:00:00,20592,"SCOTT",7050,3/4/2019 0:00:00,1500,"Other","AFFN","Pass Through"
66399,6/30/2019 0:00:00,20621,"HARBORSTONE",6543,9/18/2017 0:00:00,776500,"Community Development Financial Institutions Fund",,"Program Grant"
66406,6/30/2019 0:00:00,20628,"LA CROSSE-BURLINGTON",1842,7/26/2012 0:00:00,4500,"Other","Wisconsin Credit Union Foundation","Program Grant"
66406,6/30/2019 0:00:00,20628,"LA CROSSE-BURLINGTON",4075,7/17/2014 0:00:00,2750,"Other","Wisconsin Credit Union Foundation","Program Grant"
66406,6/30/2019 0:00:00,20628,"LA CROSSE-BURLINGTON",5399,7/21/2016 0:00:00,5000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66406,6/30/2019 0:00:00,20628,"LA CROSSE-BURLINGTON",6162,7/24/2017 0:00:00,2000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66406,6/30/2019 0:00:00,20628,"LA CROSSE-BURLINGTON",6572,7/17/2018 0:00:00,4000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66418,6/30/2019 0:00:00,20640,"OSHKOSH POSTAL EMPLOYEES",5515,6/28/2016 0:00:00,7665,"Other","Wisconsin Credit Union Foundation","Program Grant"
66418,6/30/2019 0:00:00,20640,"OSHKOSH POSTAL EMPLOYEES",6600,7/17/2018 0:00:00,183800,"Other","Wisconsin Credit Union Foundation","Program Grant"
66440,6/30/2019 0:00:00,20662,"SCHNEIDER COMMUNITY",6606,7/17/2018 0:00:00,4800,"Other","Wisconsin Credit Union Foundation Inc.","Program Grant"
66474,6/30/2019 0:00:00,20696,"OSHKOSH TRUCK",4797,8/14/2015 0:00:00,8000,"Other","Wisconsin Credit Union League Foundation","Program Grant"
66597,6/30/2019 0:00:00,20819,"POLISH NATIONAL",4428,7/3/2015 0:00:00,139100,"Other","Workforce Training Fund Grant Executive Office of labor and Workforce Development Commonwealth of Massachusetts","Program Grant"
66597,6/30/2019 0:00:00,20819,"POLISH NATIONAL",5075,3/9/2016 0:00:00,9983,"Other","Office of Small Credit Union Initiatives","Program Grant"
66616,6/30/2019 0:00:00,20838,"SHEBOYGAN AREA",6323,7/20/2017 0:00:00,5000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66616,6/30/2019 0:00:00,20838,"SHEBOYGAN AREA",6413,9/8/2017 0:00:00,7500,"National Credit Union Foundation",,"Program Grant"
66632,6/30/2019 0:00:00,20854,"NORTHERN PAPER MILLS",5872,7/20/2017 0:00:00,2000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66637,6/30/2019 0:00:00,20859,"BREWERY",780,10/18/2010 0:00:00,600000,"National Federation of Community Development CUs",,"Program Grant"
66637,6/30/2019 0:00:00,20859,"BREWERY",781,11/3/2010 0:00:00,2500,"NCUA Technical Assistance Program",,"Program Grant"
66637,6/30/2019 0:00:00,20859,"BREWERY",4840,7/30/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
66640,6/30/2019 0:00:00,20862,"TRI-COUNTY",4701,7/24/2015 0:00:00,5000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66686,6/30/2019 0:00:00,20908,"WISCONSIN LATVIAN, INC.",7220,7/25/2019 0:00:00,1500,"Other","Wisconsin Credit Union Foundation","Pass Through"
66707,6/30/2019 0:00:00,20929,"SOUTHERN LAKES",5926,7/20/2017 0:00:00,5000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66733,6/30/2019 0:00:00,20955,"NEW BEDFORD",5025,4/7/2016 0:00:00,10000,"National Credit Union Foundation",,"Program Grant"
66733,6/30/2019 0:00:00,20955,"NEW BEDFORD",6655,9/25/2018 0:00:00,7365,"National Credit Union Foundation",,"Program Grant"
66734,6/30/2019 0:00:00,20956,"NORTH COAST",4646,6/30/2015 0:00:00,10000,"Other","Northwest Area Foundation","Program Grant"
66734,6/30/2019 0:00:00,20956,"NORTH COAST",4843,7/31/2015 0:00:00,8000,"NCUA Technical Assistance Program",,"Program Grant"
66734,6/30/2019 0:00:00,20956,"NORTH COAST",5734,7/25/2016 0:00:00,7000,"Other","OSCUI","Program Grant"
66734,6/30/2019 0:00:00,20956,"NORTH COAST",6289,11/27/2017 0:00:00,23500,"Other","OSCUI","Program Grant"
66755,6/30/2019 0:00:00,20977,"COMPASSIONATE CARE",5413,7/21/2016 0:00:00,2009,"Other","Wisconsin Credit Union Foundation","Program Grant"
66763,6/30/2019 0:00:00,20985,"THE LABOR",5293,7/19/2016 0:00:00,1100,"Other","Wisconsin CU Foundation","Program Grant"
66779,6/30/2019 0:00:00,21001,"OSHKOSH COMMUNITY",4208,7/17/2014 0:00:00,1500,"Other","WI Credit Union Foundation","Program Grant"
66779,6/30/2019 0:00:00,21001,"OSHKOSH COMMUNITY",6060,7/20/2017 0:00:00,5000,"Other","WI CU Foundation","Program Grant"
66786,6/30/2019 0:00:00,21008,"PEOPLES CHOICE",6637,7/17/2018 0:00:00,5000,"Other","Wisconsin Credit Union Foundation, Inc.","Program Grant"
66786,6/30/2019 0:00:00,21008,"PEOPLES CHOICE",6638,7/17/2018 0:00:00,4000,"Other","Wisconsin Credit Union Foundation, Inc","Program Grant"
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",2257,7/27/2012 0:00:00,2500,"National Federation of Community Development CUs",,"Not Collected"
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",5704,9/27/2016 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
66819,6/30/2019 0:00:00,21041,"ATHOL",3931,1/16/2014 0:00:00,13250,"National Credit Union Foundation",,"Program Grant"
66819,6/30/2019 0:00:00,21041,"ATHOL",4245,8/1/2014 0:00:00,2500,"National Credit Union Foundation",,"Program Grant"
66834,6/30/2019 0:00:00,21056,"ROYAL",4735,9/10/2015 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
66834,6/30/2019 0:00:00,21056,"ROYAL",4736,5/15/2015 0:00:00,4000,"Other","MNCUN","Program Grant"
66834,6/30/2019 0:00:00,21056,"ROYAL",5885,2/25/2017 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
66834,6/30/2019 0:00:00,21056,"ROYAL",6705,10/16/2018 0:00:00,500,"Other","Minnesota Credit Union Foundation","Program Grant"
66834,6/30/2019 0:00:00,21056,"ROYAL",6706,9/19/2018 0:00:00,600000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
66834,6/30/2019 0:00:00,21056,"ROYAL",6707,8/1/2018 0:00:00,24500,"Other","City of Eau Claire Housing Division","Pass Through"
66834,6/30/2019 0:00:00,21056,"ROYAL",7052,1/11/2019 0:00:00,1795,"Other","BizRecycling","Program Grant"
66835,6/30/2019 0:00:00,21057,"DAY AIR",4499,5/29/2015 0:00:00,1921,"Other","The Ohio Credit Union Foundation (OCUF)","Program Grant"
66835,6/30/2019 0:00:00,21057,"DAY AIR",4772,8/6/2015 0:00:00,3474,"Other","Ohio Credit Union Foundation","Program Grant"
66835,6/30/2019 0:00:00,21057,"DAY AIR",6557,5/23/2018 0:00:00,2202,"Other","Ohic Credit Union Foundation (OCUF)","Program Grant"
66835,6/30/2019 0:00:00,21057,"DAY AIR",6848,12/21/2018 0:00:00,700000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
66835,6/30/2019 0:00:00,21057,"DAY AIR",7125,6/17/2019 0:00:00,5000,"Association of Credit Union Leagues",,"Program Grant"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",799,7/18/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Program Grant"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",4231,8/19/2014 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",4615,9/10/2015 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",6127,9/19/2017 0:00:00,1006905,"Community Development Financial Institutions Fund",,"Program Grant"
66857,6/30/2019 0:00:00,21079,"GERMANIA",3459,6/20/2013 0:00:00,1500,"Other","Cornerstone Credit Union Foundation","Program Grant"
66857,6/30/2019 0:00:00,21079,"GERMANIA",4479,6/24/2015 0:00:00,1250,"Other","Cornerstone Credit Union Foundation","Program Grant"
66857,6/30/2019 0:00:00,21079,"GERMANIA",6841,12/7/2018 0:00:00,2500,"Other","Cornerstone Credit Union Foundation","Program Grant"
66857,6/30/2019 0:00:00,21079,"GERMANIA",7185,6/17/2019 0:00:00,1750,"Other","Cornerstone Credit Union Foundation","Program Grant"
66862,6/30/2019 0:00:00,21084,"M.E. EMPLOYEES",6680,9/18/2018 0:00:00,8000,"Association of Credit Union Leagues",,"Program Grant"
66877,6/30/2019 0:00:00,21099,"TEACHERS",6618,8/30/2017 0:00:00,2844,"NCUA Technical Assistance Program",,"Program Grant"
66880,6/30/2019 0:00:00,21101,"ENTERPRISE",6073,8/30/2017 0:00:00,10000,"Other","NCUA","Program Grant"
66880,6/30/2019 0:00:00,21101,"ENTERPRISE",6785,10/29/2018 0:00:00,10000,"Other","NCUA","Program Grant"
66881,6/30/2019 0:00:00,21102,"HAYWARD COMMUNITY",6632,7/17/2018 0:00:00,4000,"Other","Wisconsin Credit Union Foundation","Program Grant"
66924,6/30/2019 0:00:00,21145,"MARTINSVILLE DUPONT EMP",6568,6/21/2018 0:00:00,49716,"Other","Virginia Enterprise Grant","Program Grant"
66965,6/30/2019 0:00:00,21186,"BEACON CREDIT UNION, INCORPORATED",5546,8/15/2016 0:00:00,27491,"Other","City of Lynchburg VA","Pass Through"
66980,6/30/2019 0:00:00,21201,"SOUTHERN",6281,7/25/2017 0:00:00,2500,"Cuna",,"Program Grant"
67000,6/30/2019 0:00:00,21221,"BROKAW",4092,7/17/2014 0:00:00,1500,"Other","WI Credit Union Foundation","Program Grant"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",725,9/11/2009 0:00:00,6800,"Other","Utah League of Credit Unions","Not Collected"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",726,10/15/2010 0:00:00,3718,"NCUA Technical Assistance Program",,"Not Collected"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",727,11/15/2010 0:00:00,1824,"NCUA Technical Assistance Program",,"Not Collected"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",728,10/15/2011 0:00:00,2000,"Other","Utah League of Credit Unions","Not Collected"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",729,11/4/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",3323,8/15/2012 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",4104,9/12/2014 0:00:00,1768,"NCUA Technical Assistance Program",,"Program Grant"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",4105,8/8/2014 0:00:00,21000,"Other","Industrial Bank","Capital- unrestricted donation to equity"
67128,6/30/2019 0:00:00,21349,"CITY CENTER",4106,3/20/2014 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
67129,6/30/2019 0:00:00,21350,"FREEDOM",730,2/10/2010 0:00:00,750,"Other","Utah League of Credit Unions Development Fund","Not Collected"
67129,6/30/2019 0:00:00,21350,"FREEDOM",731,7/15/2010 0:00:00,2150,"Other","Utah League of Credit Unions Development Fund","Not Collected"
67129,6/30/2019 0:00:00,21350,"FREEDOM",732,9/20/2010 0:00:00,4049,"Other","Utah Credit Union Association Credit Union Development Fund","Not Collected"
67160,6/30/2019 0:00:00,21381,"KINGS PEAK",4916,11/17/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
67160,6/30/2019 0:00:00,21381,"KINGS PEAK",6309,8/30/2017 0:00:00,7500,"Other","Office Small Credit Union Intiatives","Program Grant"
67163,6/30/2019 0:00:00,21384,"SAN JUAN",6985,2/22/2019 0:00:00,7582,"NCUA Technical Assistance Program",,"Program Grant"
67173,6/30/2019 0:00:00,21394,"SUPERIOR CHOICE",3260,2/11/2013 0:00:00,5000,"Other","CU Answers","Not Collected"
67196,6/30/2019 0:00:00,21417,"PARK CITY",3150,7/31/2012 0:00:00,7500,"Other","Wisconsin Credit Union Grant","Program Grant"
67196,6/30/2019 0:00:00,21417,"PARK CITY",3790,7/30/2013 0:00:00,7000,"Other","WI CU Foundation","Program Grant"
67226,6/30/2019 0:00:00,21447,"CREDIT UNION OF THE ROCKIES",4016,9/1/2014 0:00:00,1000,"Other","Filene Institute","Program Grant"
67240,6/30/2019 0:00:00,23535,"NORTHWOODS COMMUNITY",823,7/11/2011 0:00:00,4100,"NCUA Technical Assistance Program",,"Not Collected"
67240,6/30/2019 0:00:00,23535,"NORTHWOODS COMMUNITY",2205,8/15/2012 0:00:00,8000,"Other","The Office of Small Credit Union Initiatives","Not Collected"
67240,6/30/2019 0:00:00,23535,"NORTHWOODS COMMUNITY",3446,8/27/2013 0:00:00,6600,"Other","The Office of Small Credit Union Initiatives","Program Grant"
67240,6/30/2019 0:00:00,23535,"NORTHWOODS COMMUNITY",4478,4/2/2015 0:00:00,3000,"Other","NCUA OSCUI","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",414,6/30/2009 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",415,9/30/2010 0:00:00,750000,"Community Development Financial Institutions Fund",,"Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",1483,7/6/2012 0:00:00,1230,"Other","Opportunity Finance Network","Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",1484,6/1/2012 0:00:00,100000,"Other","FHLBB","Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",1485,10/14/2011 0:00:00,7500,"Other","Yackel Foundation","Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",1486,10/14/2011 0:00:00,15000,"Other","Atlantic Philanthropies","Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",1487,10/1/2011 0:00:00,102925,"National Federation of Community Development CUs",,"Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",2699,8/6/2012 0:00:00,1453806,"Community Development Financial Institutions Fund",,"Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3130,10/1/2012 0:00:00,34500,"Other","Opportunity Finance Network","Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3219,3/25/2013 0:00:00,150000,"Other","FHLBB","Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3220,12/28/2012 0:00:00,7000,"Other","Fanny Allen Foundation","Not Collected"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3359,7/8/2013 0:00:00,29000,"Other","HUD","Not Collected"
