name,city,state,zip,address,regulator,type,website,rssd
"HSBC Bank USA, National Association",Tysons,VA,22102,1800 Tysons Blvd,fdic,bank,https://www.us.hsbc.com/,413208
"HSBC Trust Company (Delaware), National Association",Wilmington,DE,19801,"300 Delaware Ave, # 1401",fdic,bank,http://www.hsbc.com,3.35762e+06
Huntingdon Savings Bank,Huntingdon,PA,16652,423 Penn Street,fdic,bank,,646471
Huntingdon Valley Bank,Huntingdon Valle,PA,19006,2617 Huntingdon Pike,fdic,bank,,582177
Huntington Federal Savings Bank,Huntington,WV,25701,1049 5th Avenue,fdic,bank,,609476
Huron Community Bank,East Tawas,MI,48730,301 North Newman Street,fdic,bank,,475345
Huron National Bank,Rogers City,MI,49779,200 East Erie,fdic,bank,,753641
Huron Valley State Bank,Milford,MI,48381,130 South Milford Road,fdic,bank,www.HVSB.com,3.35827e+06
Hustisford State Bank,Hustisford,WI,53034,200 South Lake Street,fdic,bank,,467144
Hyden Citizens Bank,Hyden,KY,41749,22023 Main Street,fdic,bank,http://www.hydencitizensbank.com,211114
Hyperion Bank,Philadelphia,PA,19123,199 West Girard Avenue,fdic,bank,,3.51759e+06
Iberiabank,Lafayette,LA,70501,200 West Congress Street,fdic,bank,https://www.iberiabank.com,808176
Idaho First Bank,Mccall,ID,83638,475 E. Deinhard Lane,fdic,bank,,3.384952e+06
Idaho Trust  Bank,Boise,ID,83702,888 West Broad Street,fdic,bank,,2.753917e+06
Illini State Bank,Oglesby,IL,61348,301 South Columbia Avenue,fdic,bank,,180845
Illinois Bank & Trust,Rockford,IL,61114,6855 E. Riverside Boulevard,fdic,bank,http://www.illinoisbank.com,2.3399e+06
Illinois National Bank,Springfield,IL,62701,322 East Capitol Street,fdic,bank,,925037
Impact Bank,Wellington,KS,67152,206 East Harvey Avenue,fdic,bank,,369453
InBank,Raton,NM,87740,200 South 2nd Street,fdic,bank,,209858
"Incommons Bank, N.A.",Mexia,TX,76667,301 East Commerce Street,fdic,bank,,414858
Independence Bank,East Greenwich,RI,2818,1370 South County Trail,fdic,bank,http://www.independence-bank.com,3.180136e+06
Independence Bank,Havre,MT,59501,435 Third Street,fdic,bank,,606653
Independence Bank,Independence,OH,44131,4401 Rockside Road,fdic,bank,,956527
Independence Bank of Kentucky,Owensboro,KY,42301,2425 Frederica Street,fdic,bank,http://www.1776bank.com,648242
Independence State Bank,Independence,WI,54747,23942 Senty Drive,fdic,bank,,396057
Independent Bank,Mckinney,TX,75070,3090 Craig Drive,fdic,bank,www.independent-bank.com,122854
Independent Bank,Memphis,TN,38157,5050 Poplar Avenue,fdic,bank,https://www.i-bankonline.com,2.6664e+06
Independent Bank,Grand Rapids,MI,49525,4200 E. Beltline Avenue Ne,fdic,bank,http://www.IndependentBank.com,636771
Independent Farmers Bank,Maysville,MO,64469,201 W Main Street,fdic,bank,,956152
"Industrial and Commercial Bank of China USA, National Association",New York,NY,10019,1633 Broadway,fdic,bank,www.icbc-us.com,1.01556e+06
Industrial Bank,Washington,DC,20011,4812 Georgia Avenue Nw,fdic,bank,,536527
Industry State Bank,Industry,TX,78944,16886 Fordtran Blvd,fdic,bank,http://www.isbtx.com,733054
Inez Deposit Bank,Inez,KY,41224,41 West Main Street,fdic,bank,,1.001817e+06
Infinity Bank,Santa Ana,CA,92707,6 Hutton Ctr. Dr. Suite 100,fdic,bank,https://www.goinfinitybank.com/,5.193989e+06
InFirst Bank,Indiana,PA,15701,935 Philadelphia Street,fdic,bank,,904171
INLAND BANK & TRUST,Oak Brook,IL,60523,2805 Butterfield Road,fdic,bank,http://www.inlandbank.com,189745
InsBank,Nashville,TN,37215,2106 Crestmoor Road,fdic,bank,www.insbanktn.com,2.877345e+06
INSOUTH Bank,Brownsville,TN,38012,111 South Washington Street,fdic,bank,www.insouth.com,329550
Institution for Savings in Newburyport and Its Vicinity,Newburyport,MA,1950,93 State Street,fdic,bank,www.institutionforsavings.com,272302
Integrity Bank & Trust,Monument,CO,80132,1275 Village Ridge Point,fdic,bank,,3.160978e+06
Integrity Bank Plus,Wabasso,MN,56293,726 Main Street,fdic,bank,,897451
"Interamerican Bank, A FSB",Miami,FL,33165,9190 Coral Way,fdic,bank,,221775
Interaudi Bank,New York,NY,10022,19 East 54th Street,fdic,bank,www.interaudibank.com,538802
InterBank,Oklahoma City,OK,73112,4921 North May Avenue,fdic,bank,http://www.interbank.com,1.187001e+06
Intercity State Bank,Schofield,WI,54476,962 Grand Avenue,fdic,bank,,1.016941e+06
"Intercredit Bank, National Association",Miami,FL,33134,4725 Southwest 8th Street,fdic,bank,www.intercreditbank.com,44433
International Bank of Chicago,Chicago,IL,60640,5069 North Broadway,fdic,bank,,2.006024e+06
International Bank of Commerce,Laredo,TX,78040,1200 San Bernardo Avenue,fdic,bank,www.ibc.com,1.001152e+06
International Bank of Commerce,Oklahoma City,OK,73112,3817 N.W. Expressway,fdic,bank,www.ibc.com,5.050028e+06
International Bank of Commerce,Brownsville,TX,78520,1600 F.M. 802,fdic,bank,www.ibc.com,230759
International Bank of Commerce,Zapata,TX,78076,"908 N, Us Hwy 83,",fdic,bank,www.ibc.com,382069
International City Bank Federal Savings Bank,Long Beach,CA,90802,249 E Ocean Boulevard,fdic,bank,,780562
International Finance Bank,Miami,FL,33135,777 Sw 37,fdic,bank,https://www.ifbbank.com,867632
"Interstate Bank, ssb",Perryton,TX,79070,301 South Main Street,fdic,bank,,791072
Interstate Federal Savings and Loan Association of McGregor,Mcgregor,IA,52157,154 Main St,fdic,bank,,277679
Intracoastal Bank,Palm Coast,FL,32137,1290 Palm Coast Parkway Nw,fdic,bank,,3.786435e+06
"Intrust Bank, National Association",Wichita,KS,67202,105 North Main Street,fdic,bank,http://www.intrustbank.com,557858
Investar Bank,Baton Rouge,LA,70808,7244 Perkins Road,fdic,bank,http://www.investarbank.com,3.449066e+06
Investment Savings Bank,Altoona,PA,16602,1201 Eighth Avenue,fdic,bank,www.investmentsb.bank,854173
Investors Bank,Short Hills,NJ,7078,101 Jfk Parkway,fdic,bank,www.investorsbank.com,35570
Investors Community Bank,Chillicothe,MO,64601,522 Washington Street,fdic,bank,www.my-investors.com,809379
Investors Community Bank,Manitowoc,WI,54220,860 North Rapids Road,fdic,bank,http://www.investorscommunitybank.com,2.524797e+06
Inwood National Bank,Dallas,TX,75209,7621 Inwood Road,fdic,bank,http://www.InwoodBank.Com,913753
Ion Bank,Naugatuck,CT,6770,251 Church Street,fdic,bank,,407506
Iowa Falls State Bank,Iowa Falls,IA,50126,601 Washington Avenue,fdic,bank,,989141
Iowa Prairie Bank,Brunsville,IA,51008,302 Oak Street,fdic,bank,,180443
Iowa Savings Bank,Carroll,IA,51401,510 Highway 30 West,fdic,bank,,190648
Iowa State Bank,Clarksville,IA,50619,100 North Main Street,fdic,bank,,865142
Iowa State Bank,Hull,IA,51239,1101 Main Street,fdic,bank,,982348
Iowa State Bank,Sac City,IA,50583,500 Audubon Street,fdic,bank,,298049
Iowa State Bank,Des Moines,IA,50309,627 East Locust Street,fdic,bank,,662949
Iowa State Bank,Algona,IA,50511,5 East Call Street,fdic,bank,www.bankisb.com,734248
"Iowa State Bank and Trust Company of Fairfield, Iowa",Fairfield,IA,52556,Broadway And Court,fdic,bank,,651541
Iowa State Savings Bank,Knoxville,IA,50138,222 East Robinson Street,fdic,bank,www.issbank.com,849647
Iowa State Savings Bank,Creston,IA,50801,401 West Adams Street,fdic,bank,,869346
Iowa Trust & Savings Bank,Emmetsburg,IA,50536,2101 Tenth Street,fdic,bank,,649342
Iowa Trust and Savings Bank,Centerville,IA,52544,200 North 10th Street,fdic,bank,,202541
Ipava State Bank,Ipava,IL,61441,70 East Main Street,fdic,bank,www.ipavastatebank.com,760434
Ipswich State Bank,Ipswich,SD,57451,301 First Avenue,fdic,bank,,532453
Ireland Bank,Malad City,ID,83252,33 Bannock Street,fdic,bank,,428462
Iron Workers Savings Bank,Aston,PA,19014,3333 Concord Road,fdic,bank,,45775
Iroquois Farmers State Bank,Iroquois,IL,60945,111 W Lincoln St,fdic,bank,,1.00793e+06
Iroquois Federal Savings and Loan Association,Watseka,IL,60970,201 E Cherry St,fdic,bank,,403870
Isabella Bank,Mount Pleasant,MI,48858,200 East Broadway,fdic,bank,www.isabellabank.com,74140
Islanders Bank,Friday Harbor,WA,98250,225 Blair Street,fdic,bank,http://www.islandersbank.com,447874
Israel Discount Bank of New York,New York,NY,10017,511 Fifth Avenue,fdic,bank,www.idbny.com,320119
Itasca Bank & Trust Co.,Itasca,IL,60143,308 W. Irving Park Road,fdic,bank,,812436
ITS Bank,Johnston,IA,50131,6700 Pioneer Parkway,fdic,bank,,2.774707e+06
Ixonia Bank,Ixonia,WI,53036,W 1046 Marietta Ave,fdic,bank,,529341
Jackson County Bank,Mc Kee,KY,40447,123 Main Street N,fdic,bank,,1.016718e+06
Jackson County Bank,Black River Fall,WI,54615,8 Main Street,fdic,bank,www.jacksoncountybank.com,112444
Jackson County Bank,Seymour,IN,47274,125 South Chestnut Street,fdic,bank,,884442
Jackson Federal Savings and Loan Association,Jackson,MN,56143,414 Second Street,fdic,bank,www.jacksonfederalsl.com,291376
Jackson Parish Bank,Jonesboro,LA,71251,201 Main Street,fdic,bank,,122153
"Jackson Savings Bank, SSB",Sylva,NC,28779,741 West Main Street,fdic,bank,www.jacksonsavingsbank.com,360777
Janesville State Bank,Janesville,MN,56048,201 N Main Street,fdic,bank,,88259
Jarrettsville Federal Savings and Loan Association,Jarrettsville,MD,21084,3706 Norrisville Road,fdic,bank,,613978
JD Bank,Jennings,LA,70546,507 Main Street,fdic,bank,https://jdbank.com,980531
Jeff Bank,Jeffersonville,NY,12748,4864 State Route 52,fdic,bank,,306908
Jefferson Bank,San Antonio,TX,78217,"1777 Ne Loop 410, Ste 100",fdic,bank,www.jeffersonbank.com,45560
Jefferson Bank and Trust Company,Saint Louis,MO,63103,2301 Market Street,fdic,bank,www.jbt-stl.com,598954
Jefferson Bank of Missouri,Jefferson City,MO,65109,700 Southwest Boulevard,fdic,bank,www.jefferson-bank.com,854454
Jefferson Security Bank,Shepherdstown,WV,25443,105 E Washington Street,fdic,bank,,786733
Jersey Shore State Bank,Williamsport,PA,17701,300 Market Street,fdic,bank,www.jssb.com,732918
Jersey State Bank,Jerseyville,IL,62052,1000 South State Street,fdic,bank,,482446
Jewett City Savings Bank,Jewett City,CT,6351,111 Main Street,fdic,bank,http://www.jcsbank.com,820301
Jim Thorpe Neighborhood Bank,Jim Thorpe,PA,18229,12 Broadway,fdic,bank,www.jtnb.com,920210
"John Deere Financial, f.s.b.",Madison,WI,53717,8402 Excelsior,fdic,bank,,2.992547e+06
John Marshall Bank,Reston,VA,20190,"1943 Isaac Newton Sq East, #",fdic,bank,https://www.johnmarshallbank.com,3.419416e+06
Johnson Bank,Racine,WI,53403,"555 Main Street, 490",fdic,bank,www.johnsonbank.com,58243
Johnson City Bank,Johnson City,TX,78636,100 E Pecan St,fdic,bank,,977652
Johnson County Bank,Mountain City,TN,37683,241 West Main Street,fdic,bank,,45430
Johnson State Bank,Johnson,KS,67855,106 North Main Street,fdic,bank,,235950
Jonah Bank of Wyoming,Casper,WY,82601,777 West First Street,fdic,bank,,3.412417e+06
JONES BANK,Seward,NE,68434,203 So. 6th Street,fdic,bank,,469559
Jonesboro State Bank,Jonesboro,LA,71251,109 Jimmy Davis Boulevard,fdic,bank,,121651
Jonesburg State Bank,Jonesburg,MO,63351,110 First Street,fdic,bank,,733755
"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",Jonestown,PA,17038,2 West Market Street,fdic,bank,www.jbt.bank,653611
"JPMorgan Chase Bank, Dearborn",Dearborn,MI,48126,18800 Hubbard Drive,fdic,bank,,651448
"JPMorgan Chase Bank, National Association",Columbus,OH,43240,1111 Polaris Parkway,fdic,bank,www.jpmorganchase.com,852218
Junction National Bank,Junction,TX,76849,701 Main Street,fdic,bank,,741152
Kahoka State Bank,Kahoka,MO,63445,201 West Commercial Street,fdic,bank,,979357
Kalamazoo County State Bank,Schoolcraft,MI,49087,223 N Grand Street,fdic,bank,www.kcsbank.com,644141
KansasLand Bank,Quinter,KS,67752,314 Main Street,fdic,bank,http://www.kansaslandbank.com,422059
Kanza Bank,Kingman,KS,67068,151 North Main Street,fdic,bank,,4156
Katahdin Trust Company,Patten,ME,4765,11 Main Street,fdic,bank,www.katahdintrust.com,327305
Kaw Valley Bank,Topeka,KS,66608,1110 North Kansas Avenue,fdic,bank,,485456
Kaw Valley State Bank,Eudora,KS,66025,739 Main Street,fdic,bank,,651354
Kaw Valley State Bank and Trust Company,Wamego,KS,66547,1015 Kaw Valley Park Circle,fdic,bank,,368951
KCB Bank,Kearney,MO,64060,950 West 92 Highway,fdic,bank,,701950
Kearney Trust Company,Kearney,MO,64060,310 West 92 Highway,fdic,bank,,814551
Kearny Bank,Kearny,NJ,7032,614 Kearny Avenue,fdic,bank,www.kearnybank.com,633378
"KEB Hana Bank USA, National Association",Fort Lee,NJ,7024,201 Main Street,fdic,bank,,609609
Kendall State Bank,Valley Falls,KS,66088,406 Broadway Street,fdic,bank,www.kendallstatebank.com,366854
Kennebec Federal Savings and Loan Association of Waterville,Waterville,ME,4901,70 Main Street,fdic,bank,www.kfsavings.com,463977
Kennebec Savings Bank,Augusta,ME,4330,150 State Street,fdic,bank,www.kennebecsavings.bank,583905
Kennebunk Savings Bank,Kennebunk,ME,4043,104 Main Street,fdic,bank,www.kennebunksavings.com,247908
Kennett Trust Bank,Kennett,MO,63857,805 First Street,fdic,bank,,795959
Kensington Bank,Kensington,MN,56343,11 North Central Ave.,fdic,bank,,58757
Kentland Bank,Kentland,IN,47951,111 North Fourth Street,fdic,bank,,367543
Kentland Federal Savings and Loan Association,Kentland,IN,47951,116 North Third St,fdic,bank,,382274
Kentucky Bank,Paris,KY,40361,Fourth And Main Streets,fdic,bank,www.kybank.com,373115
Kentucky Farmers Bank Corporation,Catlettsburg,KY,41129,2500 Broadway,fdic,bank,,683814
Kerndt Brothers Savings Bank,Lansing,IA,52151,370 Main Street,fdic,bank,,665146
Key Community Bank,Inver Grove Heig,MN,55076,5684 Bishop Avenue,fdic,bank,www.keycommunitybank.com,2.610784e+06
KeyBank National Association,Cleveland,OH,44114,127 Public Square,fdic,bank,www.key.com,280110
KeySavings Bank,Wisconsin Rapids,WI,54494,811 East Grand Avenue,fdic,bank,www.keysavingsbank.com,208972
"Keystone Bank, National Association",Austin,TX,78738,11500 Bee Cave Rd Suite 150,fdic,bank,www.keystone.bank,1.429028e+06
Keystone Savings Bank,Marengo,IA,52301,330 Western Avenue,fdic,bank,,931944
Kindred State Bank,Kindred,ND,58051,411 Elm Street,fdic,bank,,816751
Kingston National Bank,Kingston,OH,45644,2 North Main Street,fdic,bank,www.kingstonnationalbank.com,966722
Kingstree Federal Savings and Loan Association,Kingstree,SC,29556,101 East Mill Street,fdic,bank,www.kingstreefederal.com,440978
Kinmundy Bank,Kinmundy,IL,62854,Second And Madison Streets,fdic,bank,www.kinmundybank.com,489249
Kirkpatrick Bank,Edmond,OK,73013,15 East 15th Street,fdic,bank,,67151
Kirkwood Bank & Trust Co.,Bismarck,ND,58503,"2911 N. 14th St., Suite 101",fdic,bank,,908450
Kirkwood Bank of Nevada,Las Vegas,NV,89147,"4730 S Fort Apache Rd, # 180",fdic,bank,www.kirkwoodbanknv.com,3.720336e+06
Kish Bank,Belleville,PA,17004,4255 East Main Street,fdic,bank,,600419
Kitsap Bank,Port Orchard,WA,98366,619 Bay Street,fdic,bank,www.kitsapbank.com,584377
"Kleberg  Bank, N.A.",Kingsville,TX,78363,100 East Kleberg Avenue,fdic,bank,,556459
KodaBank,Drayton,ND,58225,104 South Main Street,fdic,bank,,803957
Kress National Bank,Kress,TX,79052,W 4th Street And Us Hwy 87,fdic,bank,,995955
"KS Bank, Inc.",Smithfield,NC,27577,1031 Brightleaf Boulevard,fdic,bank,,416674
KS StateBank,Manhattan,KS,66502,1010 Westloop Pl,fdic,bank,http://ksstate.bank,160959
La Monte Community Bank,La Monte,MO,65337,201 East Front Street,fdic,bank,,26457
La Salle State Bank,La Salle,IL,61301,654 First Street,fdic,bank,,956134
Labette Bank,Altamont,KS,67330,Fourth And Huston,fdic,bank,,483751
Ladysmith Federal Savings and Loan Association,Ladysmith,WI,54848,119 West 4th Street North,fdic,bank,,686570
Lafayette Ambassador Bank,Bethlehem,PA,18017,2005 City Line Road,fdic,bank,,140018
Lafayette State Bank,Mayo,FL,32066,340 West Main Street,fdic,bank,www.lafayettestatebank.com,535931
Lake Area Bank,Lindstrom,MN,55045,12790 First Avenue North,fdic,bank,www.lakeareabank.com,987053
Lake Central Bank,Annandale,MN,55302,40 Chestnut Street West,fdic,bank,www.lakecentralbank.com,269058
Lake City Bank,Warsaw,IN,46580,202 East Center Street,fdic,bank,www.lakecitybank.com,874845
Lake City Federal Bank,Lake City,MN,55041,201 East Marion Street,fdic,bank,www.lcfederal.com,890078
Lake Community Bank,Long Lake,MN,55356,1964 West Wayzata Boulevard,fdic,bank,,30650
Lake Country Community Bank,Morristown,MN,55052,111 Division Street,fdic,bank,,706450
Lake Elmo Bank,Lake Elmo,MN,55042,11465 39th Street North,fdic,bank,http://www.lakeelmobank.com,1.01585e+06
"Lake Forest Bank & Trust Company, National Association",Lake Forest,IL,60045,727 North Bank Lane,fdic,bank,www.lakeforestbank.com,1.917301e+06
Lake Region Bank,New London,MN,56273,51 Main Street,fdic,bank,,164153
Lake Shore Savings Bank,Dunkirk,NY,14048,128 East 4th St,fdic,bank,,301574
Lake-Osceola State Bank,Baldwin,MI,49304,790 North Michigan Avenue,fdic,bank,www.losb.com,11145
Lakeland Bank,Newfoundland,NJ,7435,2717 Route 23 South,fdic,bank,www.lakelandbank.com,687009
Lakeside Bank,Chicago,IL,60601,55 West Wacker Drive,fdic,bank,http://WWW.LAKESIDEBANK.COM,201834
Lakeside Bank,Lake Charles,LA,70605,4735 Nelson Road,fdic,bank,,4.165907e+06
Lakeside Bank of Salina,Salina,OK,74365,103 West Ferry,fdic,bank,,391557
Lakeside National Bank,Rockwall,TX,75087,2805 Ridge Road,fdic,bank,,32766
Lakeside State Bank,Oologah,OK,74053,6695 East 400 Rd,fdic,bank,,635457
Lakestone Bank & Trust,Lapeer,MI,48446,83 West Nepessing Street,fdic,bank,WWW.LAKESTONEBANK.COM,184142
Lakeview Bank,Lakeville,MN,55044,9725 163rd Street West,fdic,bank,www.lakeview-bank.com,3.253834e+06
Lamar Bank and Trust Company,Lamar,MO,64759,1000 Broadway,fdic,bank,,767255
Lamar National Bank,Paris,TX,75460,200 South Collegiate,fdic,bank,http://www.lamarnational.com,2161
Lamont Bank of St. John,Saint John,WA,99171,E 6 Front St,fdic,bank,,519874
Landmark Bank,Columbia,MO,65201,801 East Broadway,fdic,bank,http://www.landmarkbank.com,103255
Landmark Bank,Clinton,LA,70722,12225 St. Helena Street,fdic,bank,,535034
Landmark Community Bank,Collierville,TN,38017,1015 West Poplar Avenue,fdic,bank,HTTPS://WWW.LCBTN.BANK,2.758024e+06
Landmark Community Bank,Pittston,PA,18640,2 South Main Street,fdic,bank,,2.963547e+06
Landmark National Bank,Manhattan,KS,66502,701 Poyntz Avenue,fdic,bank,www.banklandmark.com,481177
Laona State Bank,Laona,WI,54541,5308 Beech Street,fdic,bank,,178150
Latimer State Bank,Wilburton,OK,74578,301 West Main Street,fdic,bank,,51356
LAUREL ROAD BANK,Darien,CT,6820,1001 Post Rd,fdic,bank,,3.428258e+06
Laurens State Bank,Laurens,IA,50554,102 South Third Street,fdic,bank,,855648
LCA Bank Corporation,Park City,UT,84098,"1441 W Ute Blvd, # 260",fdic,bank,,3.407084e+06
Lawrenceburg Federal Bank,Lawrenceburg,TN,38464,118 West Gaines Street,fdic,bank,,834175
LCNB National Bank,Lebanon,OH,45036,2 N. Broadway St,fdic,bank,,785923
Lea County State Bank,Hobbs,NM,88241,1017 North Turner,fdic,bank,www.onlinelcsb.com,1.015252e+06
Lead Bank,Garden City,MO,64747,D And 3rd Streets,fdic,bank,,893855
"Leader Bank, National Association",Arlington,MA,2476,141 Massachusetts Avenue,fdic,bank,www.leaderbank.com,3.109146e+06
Ledyard National Bank,Norwich,VT,5055,320 Main Street,fdic,bank,www.ledyardbank.com,1.863097e+06
Lee Bank,Lee,MA,1238,75 Park Street,fdic,bank,,790703
Lee Bank and Trust Company,Pennington Gap,VA,24277,41371 West Morgan Avenue,fdic,bank,https://www.lbtc.com,661223
Lee County Bank,Fort Madison,IA,52627,801 Avenue F,fdic,bank,,625140
Legacy Bank,Wiley,CO,81092,220 Main Street,fdic,bank,,478252
Legacy Bank,Hinton,OK,73047,101 West Main,fdic,bank,http://www.legacybank.com,320052
Legacy Bank,Colwich,KS,67030,123 East Chicago,fdic,bank,,785950
Legacy Bank,Altoona,IA,50009,"502 8th Street, S.W.",fdic,bank,,767040
Legacy Bank & Trust Company,Rogersville,MO,65742,175 Johnstown Drive,fdic,bank,,397755
Legacy Bank of Florida,Boca Raton,FL,33431,"2300 Glades Rd, # 120/140 W",fdic,bank,,3.444539e+06
