"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","MemberAfricanAmerican","MemberHispanicAmerican","MemberNativeAmerican","EligibleAsianAmerican","EligibleAfricanAmerican","EligibleHispanicAmerican","EligibleNativeAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z"
67327,6/30/2019 0:00:00,22640,"Diaz","3056257210","3056254171","Diaz","Becker",,"",,,,,,,,,,,"Miguel","A","Miguel",,"Steven",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Diaz","Miguel",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1215",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
67329,6/30/2019 0:00:00,22529,"Worrell",,"8509429000","Maddox","Croteau",,"",,,,,,,,,,,"Darryl","G","Hollie",,"James","M",,,"http://www.envisioncu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","1","1","Shared Services",,,,,,,,,,,,,"1","Maddox","Hollie",,"1","1","1","1","1","0","1","1","0","0","0","0","0","1","1","1","1","1","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","1",,,
67330,6/30/2019 0:00:00,22469,"Reyes","3057168347","3055927733","Portobanco","David",,"",,,,,,,,,,,"Jace","B","Dayamis",,"Jennifer",,,,"http://www.mpscu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Portobanco","Dayamis",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","1","1","0","1","0","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67332,6/30/2019 0:00:00,22497,"Mason","9549674440","9549674441","Payne","Zuendel",,"",,,,,,,,,,,"Patrick","J","Lesley",,"Kathleen","J",,,"http://www.suncu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Payne","Lesley",,"0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67334,6/30/2019 0:00:00,22539,"Alexander","8505265813","8505264470","Alexander","Neel",,"",,,,,,,,,,,"Valena",,"Valena",,"Linda","G",,,"http://www.jacksoncountytcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","0","1","0",,"0","0","0","0",,,,,,,,,,,,,"0","Alexander","Valena",,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
67336,6/30/2019 0:00:00,22591,"Langley","7273930127","8003822400","Miller","Harris",,"",,,,,,,,,,,"Susan",,"Michele",,"Steven",,,,"http://www.ecucreditunion.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","1","0","0",,,,,,,,,,,,,"1","Miller","Michele",,"1","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67337,6/30/2019 0:00:00,22493,"WOOD","8136855202","8136435572","Cutting","MILLAN",,"",,,,,,,,,,,"MARY","O","Vickie",,"NANCY",,,,"http://FWCCU.COM",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"0","Cutting","Vickie",,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","1","0","1","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67338,6/30/2019 0:00:00,22499,"Wright","3053261342","3053250511","Wright","Albury",,"",,,,,,,,,,,"Angela","L","Angela",,"Kenneth",,,,"http://www.local349cu.org",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Wright","Angela",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","0","0","1","1","0","0","0","0","0","0","0",,,
67340,6/30/2019 0:00:00,24194,"DEMAIO","6172321462","6172329410","DeMaio","O'Reilly",,"MASSACHUSETTS SHARE INSURANCE CORPO",,,,,,,,,,,"PAUL","J","Paul",,"Michael","J",,,"http://BROOKLINECU.COM",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","DeMaio","Paul",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
67341,6/30/2019 0:00:00,22595,"Nazaruk","8503421230","8503420250","McKown","Roann",,"",,,,,,,,,,,"Judy","B","Kayla",,"Gladys",,,,"http://jctcuonline.org",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","McKown","Kayla",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","1","0","0","0","1","0","0","1","0",,,
67342,6/30/2019 0:00:00,22590,"Meyer","9547774220","9547302047","Lindsay","Webb",,"",,,,,,,,,,,"Scott","A","Collin",,"Howard",,,,"http://www.connectcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","0","1","Check Image Access",,,,,,,,,,,,,"0","Lindsay","Collin",,"0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
67344,6/30/2019 0:00:00,22624,"Davis",,"4076592811","Mullin","Arnett",,"",,,,,,,,,,,"George","R","Carlene",,"Charles","E",,,"http://insightcreditunion.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","1","1","0",,,,,,,,,,,,,"0","Mullin","Carlene",,"1","1","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
67347,6/30/2019 0:00:00,22496,"Tomko","9858095196","9544862728","MURNANE","Battle",,"",,,,,,,,,,,"Michael","A","BIANA",,"Colin",,,,"http://www.bscu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","MURNANE","BIANA",,"1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
67348,6/30/2019 0:00:00,22498,"Welch, Sr.","3055344543","7864255000","Llanos","DiCiacco, JR",,"",,,,,,,,,,,"Michael","J","Andres",,"Nicholas","J",,,"http://WWW.MYUNICU.COOP",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Llanos","Andres",,"1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67349,6/30/2019 0:00:00,22541,"Martin","4073035299","4073035700","Neusaenger","Deegan",,"",,,,,,,,,,,"John","W","Adam",,"Patrick",,,,"http://www.ahcu.cc",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","1","1","Mobile Banking",,,,,,,,,,,,,"0","Neusaenger","Adam",,"0","1","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","0","0","5021",,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67352,6/30/2019 0:00:00,24252,"Cochran",,"9784525001","McNeill","Chemaly",,"Massachusetts Share Insurance Corpo",,,,,,,,,,,"Mark",,"Kirk",,"John",,,,"http://www.jdcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0",,"1","1","1","0",,,,,,,,,,,,,"0","McNeill","Kirk",,"1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","0","0","0","0","1","0","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
67354,6/30/2019 0:00:00,23770,"Hand","9122646367","9122646325","Hand","Holland",,"",,,,,,,,,,,"Carrie",,"Carrie",,"Jonathan",,,,"http://www.glyncofecu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0",,"0","1","0","0",,,,,,,,,,,,,"0","Hand","Carrie",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67363,6/30/2019 0:00:00,21821,"Cole","9129666718","9129643995","Rosencrans","Williams",,"",,,,,,,,,,,"Robert","J","Alice",,"Jim","A",,,"http://gpa-cu.com",,,"Well Capitalized","Well Capitalized","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Rosencrans","Alice",,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67364,6/30/2019 0:00:00,21789,"Henderson","9123519120","9126912087","Henderson","Usher",,"",,,,,,,,,,,"Freda","J","Freda",,"David","E",,,"http://savannahpostalcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Henderson","Freda",,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","1","0","0","0","1","0","0","0","0",,,
67367,6/30/2019 0:00:00,21824,"Jordan","4787388582","4787450494","Heape","Patterson",,"",,,,,,,,,,,"Robert","J","Chris",,"Cathy",,,,"http://www.cgrcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Heape","Chris",,"0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","0","0","1","0","0","0","0","0","0","0","0",,,
67371,6/30/2019 0:00:00,21713,"Clampett","9127645386","9127649846","Whalen","Ruhland",,"",,,,,,,,,,,"Robert",,"Chares",,"Joseph",,,,"https://www.corecu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Whalen","Chares",,"1","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67382,6/30/2019 0:00:00,21747,"Duzenski","7702464482","7702464362","Duzenski","Litsey",,"",,,,,,,,,,,"Larry",,"Larry",,"Sandra","M",,,"http://www.gpcu.net",,,"Well Capitalized","Well Capitalized","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Duzenski","Larry",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67383,6/30/2019 0:00:00,21706,"Upchurch, Jr.","4046587906","4046586465","Miles","Berry, Jr.",,"",,,,,,,,,,,"Allen","M","Latina",,"Alfred",,,,"http://www.cuatlanta.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"0","Miles","Latina",,"0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","1","0","1","1","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","1","0","0","0","1","0","0","1","1",,,
67385,6/30/2019 0:00:00,19828,"Stuart","7067780290","7067785100","Thomas","Allen",,"",,,,,,,,,,,"Becky",,"Amy",,"Jon",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Thomas","Amy",,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8522",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CHUBB","0","0","0","0","0","0","0","0","0","0","0","0",,,
67388,6/30/2019 0:00:00,21772,"Fiorenza","4045844572","4045844754","Serrero","Bray",,"",,,,,,,,,,,"Jennifer",,"Tracy",,"James",,,,"http://mutualsavingscu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Serrero","Tracy",,"0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67389,6/30/2019 0:00:00,21709,"Head","4047668379","4047684126","Kyle","DeCinque",,"Excess Share Insurance",,,,,,,,,,,"Chuck",,"Gary",,"Donald","A",,,"http://www.apcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Kyle","Gary",,"0","1","1","1","1","0","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","1","1","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67390,6/30/2019 0:00:00,21753,"Preter",,"4048741166","Wray","Baumgartner",,"",,,,,,,,,,,"Dave","A","Meghann",,"Michael","W",,,"http://www.georgiasown.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Wray","Meghann",,"1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","0","1","1","0","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67391,6/30/2019 0:00:00,21738,"Ward","7068949070","7068949060","Ward","McAllister",,"",,,,,,,,,,,"Melany","B","Melany",,"William","R",,,"https://www.northmaincu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Ward","Melany",,"0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67392,6/30/2019 0:00:00,21741,"Singletary","2292289233","2292286860","Quigg","Stone",,"",,,,,,,,,,,"Jack",,"Faye",,"Dan",,,,"http://www.creditleague.org",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Quigg","Faye",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
